653.8	322.7	682.6	322.7	699.3	315.7	719.1	308	734.2	305.6																																		
700.8	302.5	740.3	292.4	763.8	291.6	785.1	290.8	803.3	288.5																																		
1030.2	140.6	1073.5	155.4	1104.9	164																																						
1001.4	202.1	1078.1	181.1	1133.5	170.2	1154.7	165.5																																				
813.9	276.8	798	315.7	772.2	348.4	745.6	385.8	732	401.4	704.6	428.6																																
793.4	321.5	823.8	304.1	848.8	296.3																																						
822.3	291.6	870.1	280.7	890.6	269																																						
960.4	266.7	1002.2	255	1042.4	257.3	1052.3	260.5																																				
856.4	329.8	893.6	316.5	927	304.1	987	285.4	1037.1	268.2	1084.1	252.7	1151.7	231.7	1171.4	227.8																												
1073.5	227.8	1102	207.6																																								
810.9	332.9	863.3	309.5																																								
718.3	327.4	759.3	315																																								
756.3	326.6	793.4	321.5																																								
854.2	342.2	790.4	350.8	732	364	673.5	375.7	640.9	382.7	604.5	377.2	578.7	385	541.5	396.7																												
539.9	427.1	561.2	416.2	620.4	397.5																																						
412.4	523.6	429.9	511.9	446.6	504.9																																						
499.7	448.1	555.1	447.3	574.9	442.6																																						
555.9	463.7	621.9	442.6	655.3	420.1	675.8	415.4																																				
675.8	407.6	710	399	755.5	392.8																																						
681.1	414.6	684.9	475.3	701.6	542.3	719.8	616.2	734.2	711.2	745.6	789.1	757.8	852.9	759.3	896.5	773.7	981.4	781.3	1080.2	787.4	1138.6																						
454.9	581.2	511.9	560.2	568.8	537.6																																						
532.4	524.4	582.4	506.5	615.1	497.9																																						
562.7	492.5	597.6	480.8																																								
602.2	489.3	646.2	477.7																																								
643.2	510.4	684.2	502.6																																								
255.7	788.1	306	780.1	331.9	777.8	355.4	780.1	365.6	779.5																																		
294.8	831.4	327.4	821	353.8	815.2	375.1	813.5	404.3	819.3	429.6	822.1	465.5	831.9	477.9	836.5																												
385.8	853.2	412.7	856.1																																								
443.1	850.9	490.8	847.5	532.9	840	586.3	829.1																																				
608.8	817.5	641.3	800.2	668.9	787.6	697.5	772	726.2	758.2																																		
695.3	780.7	731.2	766.3																																								
416.1	792.2	457.1	802.5	504.9	811.8	539.7	821																																				
431.8	774.3	466.7	773.7	512.7	774.3																																						
475.6	757	490.2	755.9	517.8	758.8																																						
500.8	757	523.9	749.5																																								
523.9	754.7	558.8	755.9	595.8	757.6																																						
620.6	754.7	644.2	752.4	662.7	746.7																																						
623.4	758.8	641.9	756.5																																								
620	784.1	637.4	771.4	648.6	759.9	656.5	754.7	663.2	751.8	678.4	746.7																																
574.5	783	589.1	780.1	600.9	780.1																																						
434.1	739.7	466.1	728.8	487.4	718.4	512.7	713.8	541.4	707.5	570	704.6	611.6	702.3																														
455.4	714.4	476.2	715	503.7	715.5																																						
470.6	643	505.4	660.8	530.7	673.5	561.6	665.4	609.3	642.4	658.8	619.9																																
453.7	678.7	499.8	668.3																																								
491	653.4	531.3	636	569.4	614.2	587.4	599.7	598.1	592.3																																		
562.1	594	598.1	592.3																																								
598.1	592.3	632.9	589.4																																								
570.6	633.7	609.3	618.2	633.5	605.5																																						
657.1	575	643	590.5	632.9	598.6	627.3	621.1	624.5	659.7	623.4	681.6																																
598.1	572.7	632.9	571.5																																								
550.3	569.8	590.2	553.1	608.8	543.9																																						
597.5	538.7	613.8	523.1																																								
625.1	555.4	658.2	539.3	689.1	526.6																																						
656.5	607.8	705.4	590	739.6	579	779	561.7	788.5	558.3																																		
576.2	735.1	609.3	722.5																																								
610.4	734.6	641.9	719.6																																								
622.8	694.8	645.8	689.6	657.1	682.1	680.7	669.5	697	664.3																																		
631.8	709.8	638.9	691.2																																								
697	664.3	711.6	664.9	747.5	667.2																																						
671.7	708.6	717.7	690.8	745.3	677.5	773.3	663.7	786.3	655.1																																		
701.4	684.4	755.4	663.7																																								
670	631.4	688	611.8																																								
688.5	632	720.4	620																																								
712.7	632	731.2	633.2	755.9	626.2	783.5	609	821.1	583	849.2	566.9	861	564.6	873.3	563.4																												
755.4	599.2	783.5	587.1	804.8	585.9																																						
761	576.7	783.5	587.1																																								
694.5	513.7	722.9	506.1	764.2	494.8	792.8	490.9																																				
743.8	469.4	785.7	459.8	795.6	457																																						
758.7	443.4	767	485.2																																								
787.9	411.8	795.6	457																																								
795.6	457	800	491.4	809.4	532.7	825.9	566.6	848.4	601.6	865.5	634.3																																
796.7	525.9	830.3	514	854.5	505	898.5	493.1	938.7	483	952.5	477.3	965.2	463.2	980	446.3	1004.3	426.5	1030.7	411.8																								
824.8	442.9	848.4	441.7	859.5	441.2																																						
805.5	431.6	838.5	424.2	846.2	422																																						
869.9	410.1	899.1	407.9	913.4	406.2	920	404.5	929.4	400																																		
911.2	389.8	936.5	384.1	948.7	384.1	980	368.9	990.5	362.1																																		
897.4	441.7	912.9	423.1	923.3	414.6	933.2	408.4	940.9	404.5																																		
984.4	356.5	1024.6	348	1052.7	339.5																																						
981.7	345.2	1024.1	331.1																																								
922.2	348.6	971.8	336.7	991.1	332.7	1024.1	331.1																																				
1024.1	331.1	1054.9	326																																								
1028.9	330.3	1016.9	377.9	1006.5	441.7	998.8	495.4	988.8	583.5	983.9	612.3	978.9	646.2	975.1	655.2	980.6	681.8	976.7	714	974	727.5																						
978.3	701.2	987.2	746.7																																								
981	714.9	976.7	755.8	972.9	771.6	964.1	799.2	959.7	834.8	955.3	870.4	948.1	903.2	940.9	937.6	938.7	962.5	938.7	978.8																								
946.5	446.8	975.6	430.5	995.5	418.6																																						
958.6	432.7	1004.3	426.5																																								
1013.1	306.2	1041.2	301.7																																								
836.9	606.7	875.4	595.9	917.8	579.6	958	561.5	974	552.4																																		
815.4	607.2	857.3	591.4																																								
886.4	571.1	903.5	566.6	911.2	565.4																																						
890.3	561.5	936	552.4	966.3	547.9	986.1	544																																				
850.9	634.9	881.6	616.3	905.8	608.4	927.2	602.2																																				
991.7	557.7	978.3	605.6	974.4	637.1	975.1	655.2																																				
971.7	587	998.1	576.8	1025.5	568.4	1035.4	565																																				
983.9	612.3	1001.9	605	1012.9	597.1																																						
922.8	639.4	895.4	646.1	854.2	659.1	835.5	660.2	817.9	660.8																																		
761.9	691.8	786.6	680.5	800.9	677.1																																						
796.4	678.2	825.6	686.7																																								
771.8	703.6	801.5	696.8	814.1	692.3																																						
792	699	825.6	708.7	850.3	713.2	869.6	717.7	893.7	712.6	909.1	704.1	923.9	695.7	943.1	687.2	961.3	670.9																										
814.1	692.3	847.1	685.6																																								
850.3	690.1	859.1	688.9	883.3	685	898.7	680.5																																				
888.8	709.2	910.8	699.1	923.9	695.7																																						
895.9	696.3	928.9	679.9	949.2	668.7	962.4	665.3																																				
738.9	743	757	737.9																																								
751	726.7	777.3	711.5																																								
912.4	712.6	936	711.5	957.4	710.9																																						
898.7	725	915.1	721	941	705.8																																						
824	749.2	852.5	736.3	863.5	730.6																																						
845.4	731.7	866.3	723.9																																								
841.6	727.8	859.7	721.6																																								
666.9	843.8	691	834.8	709	828.7																																						
649.4	873.2	679.9	857.6	694.2	853.3	703.9	851.9	721.5	852.8	738.1	853.8	752.4	852.4	771.4	848.6	800	839.1																										
744.6	853.1	770.4	841.9	785.7	834.8																																						
863.8	837.7	891	818.7																																								
939.5	757.6	934	786.5	935.4	811.6	934.9	846.2	932.1	882.7	934	906.4	932.6	942.9	931.2	968.9	929.8	983.2																										
933.7	913	928	929.6	926.1	946.7	926.6	968.9	919.7	989.3	915.5	1017.8	913.2	1046.2	900.7	1096.9	892	1141.5	885	1192.2	880.4	1206.4	880.4	1255.2																				
943.3	785.8	960.1	782.4	982.6	777.8	1001.8	772.3	1014.1	765.6	1034.6	752.6																																
1019.6	825.2	1028.4	779.5	1034.6	752.6																																						
1034.6	752.6	1046.9	700.5	1047.3	673.2	1045.6	640.9	1046	610.6	1049.7	584.2	1057.5	543.5	1062.4	513.2	1060.8	497.7	1054.7	473.5																								
821.1	786.3	858.8	774																																								
838.2	780.7	872.1	787.2																																								
811.9	844.3	832.2	840.5	851.5	831.1																																						
834.6	839.3	820.2	854.2	801.4	870.7	777.5	886.7	746.2	903.7	717.7	913.1	697	916.9	669.9	922.1																												
480.1	868.3	524.2	871.1	540.3	873																																						
532	889.5	575.2	882.9	617.1	875.9																																						
582.1	909.3	614.3	896.1																																								
620.7	887.6	639.6	890.5	673.1	884.3	706.7	878.7																																				
599.1	906.5	631.8	907.4	672.7	904.6																																						
670.4	872.1	699.3	870.7	720.9	873.5																																						
705.3	904.6	736.6	896.1																																								
365.2	934.3	393.7	925.8																																								
386.4	922.5	410.3	918.3	428.6	910.7																																						
409.3	899.9	451.6	907	498	920.6	512.7	924.9																																				
379.8	950.9	394.2	953.6	433.7	949.4	459.4	949.4	487.5	952.2																																		
378.7	1013.5	422.7	981	449.8	961.7	463.6	957.4	471.4	955.1	487.5	952.2																																
487.5	952.2	520.6	946.1	535.7	943.7	556.4	933.8	566.1	929.6	573	929.1																																
654.3	921.1	614.8	936.2																																								
610.2	924.4	565.6	941.4	544	951.3																																						
677.7	932.9	645.1	945.6	622.6	951.8																																						
632.7	940	652.5	942.7																																								
613.9	951.8	569.7	965	534.3	973	508.2	978.6	476.4	980.5	455.8	983.3	434.2	981																														
326.6	1002	366.3	1008.3	392.4	1011.6	412	1015.4																																				
330.9	1069	378.9	1076.8	427.2	1082.6	463.8	1074.2																																				
361.8	1120.3	387.6	1114.3	408.2	1108																																						
378.1	1126.3	418	1114.3	448.3	1100.6	480.2	1091.1	501.3	1077.9	524.5	1066.8	544.6	1065.7	562	1063.1	608.4	1055.2	644.9	1046.2	666.5	1040.9	679.9	1034.1																				
387.6	1114.3	418	1114.3																																								
374.8	1094.2	409.8	1086.8																																								
389.2	1099	389.7	1085.3																																								
440.6	1056.2	461.7	1058.9	476.6	1057.8	485.4	1056.8																																				
467.9	1067.8	485.4	1056.8																																								
485.4	1056.8	511.6	1038.3	524	1030.4																																						
521.9	1038.3	553.8	1020.4	575.9	1011.9																																						
566.7	1082.6	591.4	1066.8	620.5	1052.2																																						
543	1037.2	566.2	1035.1	578	1035.7	597.5	1032.5	622.2	1026.7	650	1015.1	670.1	1010.3	686.6	1004.5	715.9	1001.4	740.1	999.2	754	991.9																						
521.9	998.2	548.2	994	568.2	982.4																																						
556.1	989.4	582.1	984.5	608.9	980.8	634.6	969.2	668.5	956.5	711.8	942.8	743.7	933.8	791.5	926.9	821.9	926.4	845	925.9	856.9	926.4																						
828.1	926.3	850.7	918.5	857.9	916.4																																						
794.6	904.8	818.8	899.5																																								
622.9	974.4	648	973.9	664.9	972.3	689.6	966.5																																				
637.7	1006.6	678.3	995	695.8	990.3	706.6	989.7																																				
706.6	976	737	970.7	756	966.5	785.3	959.7	823.9	953.3																																		
855.3	938	907.8	919.6	948.1	903.2																																						
873.3	913.2	915.5	878.4	945.9	857.3	957.8	850.1																																				
921.7	902.7	977.8	872.6	1017.7	849.7																																						
965.1	879.4	1040	845.1																																								
774.5	991.3	818.8	978.1	857.4	965.5	888.8	959.7	906.2	954.9	932.7	939.5																																
773.7	981.4	809.9	980.8																																								
775.5	1004	825.5	996.6	873.3	993.4	909.8	994.5	928.9	990.3	963.4	977.6	988.6	964.4	1003.8	951																												
774.9	996.2	833.7	991.9																																								
581.6	1086.3	622.8	1070	658.3	1057.8	673.7	1057.8																																				
675.8	1050.4	746.2	1044																																								
673.2	1043.6	696.3	1033.5																																								
977.5	666.7	1037.1	656.5	1076.6	648.9	1119.8	635.9	1151	625.2	1177.1	618.3																																
996.9	748.1	1016.3	676.3	1032.9	621.9																																						
1009.6	724.1	1034.6	709.9	1045.9	704.8																																						
1025.4	704.4	1041.7	698.4																																								
1018	643.4	1037.3	636.1																																								
1042	568	1039.1	619.1	1037.3	636.1																																						
1037.3	636.1	1035.5	682.8																																								
983.6	770.4	983.2	806.1	985.9	839.2	987.8	869																																				
935.1	835	976.9	828.6	1000.6	823.1	1020.9	818.5																																				
948.3	799.3	964.1	799.2																																								
983.3	798.4	1003.3	793.8																																								
1010.4	775.9	1047.5	768.1	1079.3	755.7	1103	750.2																																				
933.3	923.5	957.7	916.2	978.7	906.1	996.6	897.8	1051.1	873.1	1086.9	858.9	1110.1	846																														
963.1	956	988.1	943.2	993.5	940																																						
57.8	1355.2	123.4	1344.2	189.7	1333.2																																						
148.2	1345.6	213.7	1329.1	270	1320.9																																						
62.5	1331.8	91.3	1298.9	120.7	1283.8	152.2	1270.7	180.3	1255.6	210.4	1236.4	241.9	1226.8	269.3	1223.4																												
255.8	1164.8	286.4	1160.8	306.9	1156.8																																						
258	1133.5	293.6	1135.7																																								
91	1215.4	121.5	1200.6	138.7	1192.6																																						
136	1197.8	161.5	1188.7	183.7	1185.3	198.7	1182.4																																				
139.3	1262.7	170.4	1242.7	183.7	1235.9																																						
177	1382.8	214.2	1375.4	253.6	1363.4																																						
237	1399.3	285.2	1385.6	324.6	1377.1																																						
91.6	1410.1	121	1403.3	138.7	1401.6																																						
217.5	1300.2	260.8	1288.3	289.7	1281.4																																						
166.9	1262.9	224.2	1256.4	258.6	1247.9																																						
325.8	1312.8	320.8	1359.4	324.6	1377.1																																						
324.6	1377.1	338	1430	354.1	1475	363.5	1517.7	360.7	1570.6	377.4	1638.3	386.2	1685	410.7	1743.1	448.9	1823.9	456.2	1841.6																								
133.2	1524.4	155.3	1517.6																																								
205.7	1540.3	253.3	1520.4	293.1	1507.9	326.9	1497.7	347.4	1495.4	373.9	1496.6	421	1497.7	441.4	1497.7																												
414.9	1497.6	438.7	1505.1	452.5	1507.9																																						
463	1496.6	516.7	1495.4																																								
180.2	1586.3	230.6	1586.8																																								
274.9	1616.4	334.1	1599.3	381.7	1584	433.1	1580	485.2	1568.7	509	1562.4	538.3	1567	573.2	1568.1	611.4	1569.2																										
282	1705.5	341.3	1666.9	408.2	1615.2	442.5	1590.2	465.4	1573																																		
458	1511.3	465.4	1573																																								
347.4	1700.4	367.8	1658.4																																								
341.8	1708.3	392.1	1699																																								
360.2	1704.9	418.2	1676	434.2	1669.7																																						
450.3	1595.9	508.4	1589.1	549.4	1585.7																																						
399.2	1715.8	449.2	1707.7	482.9	1700.4	521.1	1697	541.6	1697																																		
500.1	1694.7	533.3	1690.2	574.8	1686.2																																						
346.8	1793.5	360.6	1779.3	377.8	1769.1	395.5	1755.4																																				
551	1721.4	603.6	1706.6	641.8	1695.8	675.6	1692.4	721.5	1691.3	730.3	1690.7																																
587	1682.2	610.2	1687.3																																								
553.8	1576.6	590.3	1576.6																																								
579.8	1785.5	601.4	1779.3	616.3	1778.1																																						
613.6	1773.6	642.9	1770.8	660.6	1770.2																																						
349.4	1225.2	386.5	1224.8	399.8	1225.4	434.7	1230.8	460.3	1229.6	498.1	1223																																
434.1	1212.3	458	1208.1																																								
439.4	1327.4	468.4	1313.1	508.5	1301.1	542.8	1293.4																																				
468.4	1313.1	488.2	1321.4	517.3	1329.2	552.7	1324.4	571.9	1324.4																																		
476.6	1347	488.2	1321.4																																								
567.3	1305.9	634.7	1290.4	675.4	1280.9																																						
667.2	1277.9	710.8	1270.7	739.3	1264.2	787	1249.8	820.7	1243.3																																		
679.4	1290.4	730.6	1281.4																																								
689.8	1288.6	692.8	1323.2																																								
538.8	1264.2	596.3	1248.1	629.5	1239.1	644	1239.1	659.7	1237.3																																		
712	1226	760.3	1204.5	777.1	1195.6	793.4	1192																																				
437	1390	502.1	1366.7	555.6	1349.4	614.3	1338.7	641.7	1334.5	692.8	1323.2																																
692.8	1323.2	751	1310.1	774.8	1298.7	784.7	1297.5																																				
782.9	1310.7	805	1299.3	839.3	1290.4																																						
738.7	1292.2	777.1	1285																																								
758.4	1258.4	758.5	1279.1	757.9	1298.7	756.8	1330.9	753.3	1390	754.4	1444.8	755.6	1474.1	763.7	1525.9	776.5	1576.6	785.3	1628.5	791.6	1681	790.5	1702.4	787	1741.2	781.2	1784.7	773.6	1825.3	765.5	1858.1												
429.3	1421.2	485.5	1430.9	502.4	1434	509.4	1430.9	522.4	1425.3	529.8	1421.2	545.2	1415.6																														
492.5	1440.1	523.3	1450.8	552.7	1457.4	582.6	1460	617.9	1463	632.3	1463.6	641.8	1458.5																														
450.2	1404.9	491	1406.4	503.4	1407.4																																						
526.3	1409.4	545.2	1415.6																																								
545.2	1415.6	576.1	1424.3	616.4	1433.4																																						
562.2	1385.5	624.9	1396.7	644.8	1401.3	668.2	1397.7	706.5	1387.5	734.4	1380.9	754	1377.9																														
740.8	1373.2	790.6	1363.5																																								
578.6	1345.2	627.9	1355.3	643.8	1359.9																																						
627.4	1368.6	678.6	1357.9																																								
430.8	1362	448.7	1416.6	467.6	1448.8	485	1477.3																																				
495	1510.5	550.7	1501.8	581.6	1500.3																																						
486.5	1523.3	543.3	1521.7	582.6	1516.6	616.9	1511.5	651.2	1502.9	673.6	1501.8	708.5	1501.3																														
758.9	1494.8	787.1	1488.6	810	1485.5																																						
778.6	1425.3	822.4	1425.8	849.8	1425.3	865.2	1424.3																																				
698	1528.4	722.9	1526.3	751.3	1531.4	765.5	1533																																				
683.1	1549.3	711	1545.7																																								
646.3	1571.3	697.5	1564.1	740.3	1559.5	763.7	1557.5	793.1	1559	823.9	1559	862.7	1554.4																														
660.7	1636.6	679.6	1585	694	1537.1	699.5	1521.7																																				
564.2	1540.6	595	1541.7	613.9	1541.7																																						
706.5	1617.7	732.4	1616.2	741.3	1616.2	754.8	1620.3	766.7	1622.3																																		
694.5	1595.3	725.9	1595.8																																								
725.4	1585.6	761.2	1583																																								
760.6	1557.8	796.6	1545.7	843.8	1537.6																																						
763.7	1525.9	797.6	1518.7																																								
805	1499.8	841.8	1491.1																																								
796.6	1603.9	844.8	1595.8	862.2	1594.2	870.2	1591.2																																				
707	1641.2	737.3	1650.4	761.7	1654.5	773.7	1652.9	787.8	1649.4																																		
735.3	1684.6	772.2	1682	805	1683.1	828.9	1682.5																																				
800	1676.9	819	1675.9																																								
648.3	1779	708.5	1771.4	739.3	1766.8																																						
724.4	1792.3	760.2	1798.9	772.2	1790.2																																						
737.3	1702.4	743.8	1741.2	744.3	1763.2	743.8	1814.2	739.8	1860.7																																		
744.2	1774.4	772.7	1768.8	798.5	1765.7	813	1765.2																																				
784.2	1762.1	825.9	1758.1	874.2	1758.6	918	1749.9	977.7	1737.2	1038.9	1732.1	1070.3	1731	1081.7	1729.5																												
723.4	1732.6	754.8	1730.5	778.1	1729	788.2	1727.5																																				
752.8	1716.2	789.6	1711.7																																								
676.6	1726.4	705	1733.1																																								
785.2	1754.4	827.4	1744.8	847.8	1737.7																																						
825.9	1758.1	867.2	1742.8	897.1	1736.1																																						
770.3	1838.6	813.5	1829.6	839.9	1830.6	857.8	1834.1	869.7	1834.1	894.6	1826	917	1819.3	943.9	1812.7	962.8	1804.7																										
848.3	1817.3	874.7	1811.7	900.6	1807.6	922.5	1803	948.8	1791.8	960.1	1788.1																																
823.9	1809.6	852.8	1803.5	866.2	1803																																						
827.9	1798.4	847.3	1791.3	864.2	1787.7																																						
852.3	1572.3	848.8	1637.6	849.8	1692.2	848.8	1724.4	847.8	1737.7																																		
847.8	1737.7	848.8	1782.1	848.3	1817.3																																						
848.3	1817.3	854.3	1842.8	860.8	1882.1	860.8	1919.9	855.8	1973	855.3	2002.6																																
917.1	1706.3	937.6	1667.3	950	1644.8																																						
926	1672	941.6	1641.9	949.4	1628.3																																						
859.3	1674	858.9	1621.5	861.1	1570	862.7	1554.4																																				
862.7	1554.4	866.5	1519.4	875	1478.4	879.1	1448	882.2	1420.4	882.7	1384.5	882.7	1365.7	880.9	1321.9	879.1	1281																										
861.1	1246.5	869.7	1297.1	887.2	1402	897	1451.3	897.5	1477.5	896.6	1542.4																																
862.7	1554.4	889.9	1552.1	917.7	1543.8																																						
855.3	1542.4	876.4	1542.4	917.2	1537.8																																						
858.9	1495.9	897.4	1485																																								
858.9	1467.8	897.1	1455.1																																								
823	1414.4	848.6	1404.8																																								
778.6	1315.5	822.1	1305.8	850.8	1295.3	879.1	1281																																				
879.1	1281	904.7	1271.3	917.7	1269																																						
814	1316	854.9	1304.9	870.3	1301.2																																						
817.2	1327	862	1317.3	910	1304.9	934.7	1295.7	944.6	1288.8																																		
833.8	1071.6	847.2	1107.9																																								
848.6	1185.3	860.2	1232.7	861.1	1246.5																																						
843.6	1200.5	872.4	1188.5																																								
862.5	1214.3	880.4	1206.4																																								
864.7	1237.3	896.6	1229.4	925.7	1224.8	950.9	1215.6	970.6	1212.4	998.7	1206.5																																
780.7	1072.6	803.3	1066.1	825.7	1055.5	845.9	1044.9																																				
906.4	1073.7	898.8	1131.9	897.9	1162.7	900.2	1209.2	902	1249.2	902.4	1288.8	897.9	1333.9	899.3	1379	909.6	1426	928.4	1488.1	938.8	1553.9	948.3	1600.7																				
912.4	1435.2	943.2	1424.9	971.4	1411.9																																						
914.4	1441.9	953.7	1427.6	970.5	1420.7																																						
899.1	1372.3	934.2	1361.9	956.9	1353.3	995	1340.8	1041.6	1326.7																																		
898.3	1345.7	946.3	1335.9	980.3	1329																																						
899.4	1319.1	938.9	1310.4	950.6	1308.2																																						
943.2	1314.7	973.8	1309.9	982.6	1308.3																																						
943.2	1298.5	966.4	1288.2	986	1276.5																																						
961.1	1298.5	984.3	1292.1																																								
902.4	1288.8	940.5	1281.1	973.8	1269.7	987.9	1266.1																																				
902.3	1280	935.8	1268.6	960.1	1255.6	973.8	1248.5																																				
942.1	1273	974.4	1261	990	1254.4																																						
902	1249.2	948.5	1249.1	973.8	1248.5																																						
973.8	1248.5	991.3	1247																																								
902.1	1263.2	930.5	1256.1	971.2	1238.2	994.7	1228.3																																				
898.3	1150.9	923.6	1144.4	948.5	1143.3	971.7	1137.9	1026.2	1119.9	1041.6	1116.7																																
898.5	1174.2	937.9	1157.9	969.6	1148.7	993.9	1143.3	1003.2	1140.7																																		
948.5	1143.3	962.1	1150.9																																								
904.8	1085.9	936.3	1077.1	965.4	1068.9	990.2	1064.1	1006.2	1062.3																																		
942.1	1087.4	960.6	1080.9																																								
938.4	1124.8	974.4	1112.3	1004	1102.8																																						
1004	1102.8	1052.7	1086.8	1083.9	1084.1	1107.1	1084.1	1124.1	1084.1																																		
980.7	1101	1038.9	1077.6	1080.7	1055.4	1119.8	1037.5	1144.7	1024.4	1154.2	1017.9																																
929.8	983.2	927.3	1009.3	926.8	1033.7																																						
914.2	1034.2	926.9	1029.4																																								
935.8	1040.2	977.5	1027.7	998.2	1023.4	1048.4	1010.3	1083.9	997.9	1127.8	977.8	1171.2	957.7	1225.1	939.8	1268	923	1304.5	907.2																								
958.5	1017.4	983.9	1015.8	1016.2	1018.7																																						
992.4	1010.9	1027.8	996.8	1035.7	993																																						
1070.6	897.5	1051.6	950.7	1035.7	993																																						
1035.7	993	1032	1035.8	1027.3	1076	1020.9	1110.7	1002.3	1186.6																																		
1013	921.4	1016.7	969.6	1016.7	1031	1013.5	1065.7	1002.7	1166.8																																		
988.6	964.4	1093.9	921.4																																								
1099.6	907.1	1093.9	921.4																																								
1093.9	921.4	1076.5	978.9	1061.1	1028.2	1055.8	1046.7																																				
