2613.1774	705.9283	2633.8898	725.3772										
2584.4626	769.0157	2624.0934	804.1936										
2512.7709	850.5037	2573.7756	909.282										
2447.7586	864.753	2529.6919	942.6787										
2435.2905	910.1726	2505.201	976.966										
2385.5127	920.0418	2435.7358	954.2563										
2392.5426	972.0679	2453.1021	1025.9479										
2362.2629	977.4113	2417.0336	1021.9403										
2172.5694	1075.8204	2272.7597	1158.6443										
2100.4325	1073.594	2215.7625	1179.1277										
1918.7542	1116.3418	2042.9901	1201.8374										
1958.385	1088.7338	2085.7379	1170.2219										
2063.4734	1128.8099	2106.6665	1151.5197										
1947.2527	1047.3218	1996.6799	1083.3903										
2012.2651	1063.3523	2097.3154	1116.7871										
1970.4078	999.6758	2019.835	1035.7443										
1986.9668	921.8387	2111.5647	1025.0574										
2070.1528	1031.7367	2137.8368	1080.2733										
2099.5419	959.5997	2211.7549	1063.7976										
2153.422	964.4979	2303.4847	1087.8432										
2089.3002	872.3229	2229.5665	991.2153										
2295.0242	1035.299	2382.301	1101.2019										
2311.4999	992.9965	2385.8633	1055.3371										
2115.1487	804.6626	2186.3734	863.4171										
2237.1365	943.124	2300.432	1000.1349										
2235.3553	911.0631	2323.7778	978.1576										
2195.7245	825.5675	2283.4466	898.1497										
2314.6169	883.0099	2349.3495	911.5084										
1873.3346	734.283	1978.423	814.4352										
1774.9149	626.5665	1930.777	736.5095										
1734.8166	664.3376	1785.1672	699.9957										
1702.3891	693.7647	1792.7371	763.2269										
1816.3375	743.6341	1904.0596	810.8729										
1860.4212	811.7635	1926.3241	861.636										
1941.0187	818.8881	1999.7969	867.87										
2039.0643	874.1515	2087.0738	912.8443										
1952.1509	755.657	2068.4817	847.2843										
1989.11	723.5961	2071.4886	792.1707										
1971.7437	656.3573	2109.3383	767.2345										
1865.3012	541.4258	1960.1661	615.3906										
1898.2708	622.5153	1976.6419	678.6218										
1920.9806	534.7932	2086.6285	666.1537										
2108.0024	680.8483	2185.7568	740.1754										
2067.9263	574.8693	2168.1165	655.912										
2045.2165	506.7399	2153.422	595.7979										
2193.9433	770.7968	2272.3144	839.8168										
2218.5228	710.2498	2288.3448	773.0233										
2296.8053	694.6522	2435.2905	815.3258										
2388.535	655.912	2506.0916	757.4381										
2430.3923	765.8986	2495.8243	816.1967										
2340.4437	826.4581	2417.6722	889.7674										
2520.8448	792.6496	2567.0963	834.9186										
2483.8271	661.2555	2572.9952	743.6685										
2287.4542	637.2098	2362.2629	693.7617										
2201.5133	631.4211	2255.3933	670.1613										
2572.4398	626.9682	2632.6609	687.6289										
2466.0155	586.4468	2565.7604	674.1689										
2575.5568	498.2794	2660.1619	586.4468										
2523.0126	515.2004	2569.768	568.6352										
2521.2314	314.3747	2627.6557	411.8932										
2525.6843	396.7533	2613.8517	471.1167										
2441.0792	387.4022	2540.3789	472.0073										
2358.2553	378.4964	2498.0763	526.3327										
2380.0745	496.4982	2445.9774	567.2993										
2376.0669	563.737	2459.3361	634.5381										
2253.6122	532.5667	2345.3419	614.0548										
2169.8977	544.5895	2254.5028	608.7113										
2132.048	460.875	2213.5361	524.1062										
2230.0118	449.7428	2325.7492	529.0044										
2210.8644	373.5982	2323.968	463.5468										
2279.439	377.1605	2337.772	419.9084										
2502.5292	228.4337	2568.8774	288.9931										
2353.0172	127.5011	2478.4836	233.7772										
2393.4332	232.4413	2474.9213	297.0084										
2398.7767	287.6573	2497.6311	370.9265										
2258.0651	74.3634	2340.567	136.3513										
2115.127	9.3511	2282.1107	152.7344										
2312.3905	289.8837	2390.7615	354.0055										
2171.831	267.8089	2265.635	338.4203										
2271.2953	187.9785	2356.0289	270.291										
2125.3687	78.8163	2225.5589	166.0931										
2167.2259	160.7497	2233.8792	218.0088										
2010.8081	22.9664	2093.3078	83.7145										
1991.9474	39.8163	2104.8854	135.3681										
2003.8046	105.0884	2170.7883	230.6602										
1938.7922	138.0399	2036.3107	214.1844										
1951.2603	490.7095	2008.2575	539.2461										
2002.1844	415.503	2103.5495	496.9435										
2038.0919	175.4442	2148.9691	272.5174										
2102.6589	281.4232	2172.1241	336.6392										
1904.0596	196.8181	2039.4277	294.7819										
2074.846	349.2418	2167.2259	431.9312										
1947.698	270.7363	2051.8959	345.0997										
1872.8893	259.604	2028.3794	391.6155										
1807.4317	252.0341	1915.6372	333.9674										
1860.4212	338.8656	1965.5096	414.5649										
1835.485	39.6308	1899.1614	78.371										
1767.8009	68.5746	1912.5201	170.1007										
1837.9019	177.4386	1890.2556	209.2863										
1706.7962	102.4167	1783.8313	146.9457										
1711.2491	170.9913	1791.8105	218.616										
1675.6259	200.8257	1719.7096	234.2225										
1739.8111	265.0717	1827.0245	326.8428										
1602.5984	185.6859	1718.7036	283.9288										
1792.7371	354.0055	1901.3879	422.1348										
1725.4984	346.4355	1917.4652	492.7599										
1786.9484	445.7352	1871.5535	505.8493										
1806.0958	600.2508	1909.4031	684.8559										
1694.7734	557.9482	1787.0634	615.123										
1626.1987	451.0787	1775.3708	551.7142										
1759.7857	496.9435	1807.4317	532.5667										
1638.7122	355.3921	1778.0426	467.1091										
1598.1455	266.2834	1638.2215	297.8989										
1519.3291	285.8761	1598.5907	344.6544										
1489.4947	339.7562	1578.5527	403.4327										
1467.6755	388.7381	1601.2625	479.5772										
1542.9295	505.404	1692.9922	615.3906										
1611.9494	610.0472	1712.8019	684.3595										
1434.7241	506.7399	1598.1455	623.4059										
1428.49	562.8464	1542.4842	638.5457										
1728.1701	767.6798	1814.5563	830.0204										
1876.0064	882.1193	1965.2853	942.2279										
1835.485	899.4856	1897.3803	943.5693										
1721.4908	829.1298	1813.2205	901.712										
1873.416	1028.6216	1924.9882	1065.5787										
1897.8256	1071.3675	1957.0491	1114.5606										
1840.5674	1059.5123	1885.8027	1094.0773										
1863.5382	1107.8813	1920.5353	1148.4027										
1786.6402	1110.2253	1878.6781	1180.9088										
1728.1701	1037.0802	1809.7697	1088.4744										
1670.2824	1060.2353	1751.7705	1108.7719										
1777.152	938.2258	1858.64	992.1059										
1690.7658	945.3505	1849.1835	1051.4098										
1672.0636	981.8642	1716.5926	1006.3552										
1578.1074	957.3733	1656.0331	1019.7139										
1580.6475	803.6023	1748.2082	921.3048										
1560.2958	673.2783	1660.8971	731.2139										
1476.5813	663.482	1603.4889	744.0794										
1616.6775	771.1018	1693.4375	826.4581										
1435.6146	705.3392	1548.273	770.7968										
