957.1	151.1	990.1	281.4	1026.1	440.6										
1053.1	190.1	1096.6	496.1	1137.1	626.1	1155.1	722.6	1180.6	826.1	1189.6	871.1	1218.1	938.6		
1142.3	34.9	1168.6	91.1												
1168.6	62.7	1248.1	140.6	1290.1	101.6										
1327.6	0	1348.6	63												
1357.6	91.1	1378.6	151.1												
1378.6	178.1	1401.1	248.6												
732.1	146.6	828.9	140.6	909.1	136.9	942.1	137								
808.6	293.6	909.1	277.1												
842.4	346.9	909.1	337.1	951.1	323.5	1062.5	295.9								
891.1	508.1	991.6	484.9	1092	463.7										
24.1	578.6	34.6	653.6	48.1	824.6										
0	838.1	102.9	824.6	240.1	794.6	336.1	788.6	449.4	764.6	517.6	743.6	595.6	722.6		
580.6	614.6	580.6	647.6	595.6	688.1	595.6	824.6	595.6	962.6	604.6	1129.1	604.6	1303.1		
765.1	722.6	732.1	794.6	717.1	844.1	694.6	880.1	657.9	952.1	638	1021.1	602.4	1088.8		
11.3	983.6	172.6	962.6	313.6	956.6	449.4	941.6	602.4	926.6						
0	730.1	118.6	712.1	225.1	691.1	361.6	662.6	418.6	671.6	471.1	676.1	535.6	676.1		
259.6	551.5	270.1	614.6	285	678.6										
60.1	535.1	79.6	606.5	88.6	655.1	92.4	716.1								
163.6	418.1	141.1	473.6												
177.9	415.1	252.9	427.1	267.8	452.6										
272.3	473.6	285	548.4												
297.8	473.6	370.6	535.1												
334.2	736.1	346.6	780.4												
334.2	722.6	375.1	637.1	441.1	545.6	481.6	445.9								
423.1	615	523.6	601.9	621.2	574.9										
459.1	535.1	523.6	520.1												
449.4	637.1	463.6	730.1	481.6	803.6	508.6	905.7	541.6	1045.1	549.1	1088.8				
334.2	802.1	346.6	878.6	360.1	926.6	360.1	1021.1	370.6	1051.1						
-5.9	1088.8	154.6	1105.1	259.6	1081.1	381.1	1043.6	517.6	1013.6	595.6	991.1				
246.1	1013.6	336.1	983.6	435.1	983.6	565.6	955.1								
214.6	802.1	222.8	878.6	240.1	955.1										
60.1	838.1	65.7	916.1	62.9	976.9										
109.6	838.1	141.1	949.1												
375.1	794.6	553.6	812.6	588.1	812.6										
670.6	794.6	816.1	770.6	863.3	758.2										
618.1	920.6	657.9	914.6	717.1	893.6	808.6	884.6	881.1	871						
652.2	971.6	785.4	962.6	829.6	967.1	891.1	962.6								
706.6	860.9	717.1	997.1	732.1	1079.6	741.1	1177.1	765.1	1351.1	793.6	1492.1	828.1	1627.1		
694.6	1406.6	749.6	1592.6	765.1	1727.6										
657.9	1472.6	657.9	1529.6	683.8	1615.1	657.9	1699.1								
246.1	1129.1	405.9	1129.1	543.1	1133.4	596.7	1135.1								
285	1567.1	370.6	1429.1	481.6	1235.6	549.1	1129.1								
0	1328.6	193.1	1298.6	405.9	1244	535.6	1217.6	602.4	1207.1	706.6	1172.6				
652.2	1135.1	804.1	1105.1	891.1	1078.1	964.6	1058.6	1053.1	1048.1	1099.6	1040.6	1173.1	1028.6		
618.1	1076.6	729.9	1067.6												
0	1201.1	100.6	1172.6	156.8	1160.6	177.9	1156.1	214.6	1135.1	375.1	1120.1				
177.9	1301	150.1	1160.6												
272.3	1144.1	334.2	1262.4												
375.1	1150.1	397.6	1244												
92.4	1184.6	109.6	1289.6												
36.1	1203.2	48.1	1301												
765.1	742.1	802.6	926.6												
813.1	914.6	855.1	1144.1												
259.6	1447.1	429.1	1420.1	596.7	1385.6										
48.1	1336.1	65.7	1487.6												
42.1	1505.6	65.7	1627.1												
141.1	1472.6	177.9	1643.6												
278.7	1619.6	187.6	1802.6												
208.6	1823.6	163.6	1909.1	109.6	2012.6	101	2072.6								
76.3	1367.6	233.1	1385.6	321.1	1385.6										
252.1	1301	285	1358.6												
340.4	1274	386.4	1367.6												
375.1	1436.6	397.6	1566.3												
272.3	1594.1	433.6	1581.3	499.2	1574.6	555.1	1558.1	621.6	1552.1						
48.1	1727.6	177.9	1727.6	268.6	1727.6	386.4	1727.6	475.6	1727.6	565.6	1711.1	634.1	1699.1		
511.6	1660.1	535.6	1823.6	588.1	2072.6	621.6	2320	670.8	2548						
0	1829.6	177.9	1829.6												
0	2000.6	133.2	1967.4												
27.1	1829.6	95.1	1976.9												
107.2	2029.8	133.2	2072.6												
208.6	1802.6	241.6	1984	278.7	2149	304.6	2272	341.1	2434						
0	2260	196.6	2260	352.6	2260	435.1	2260	477.1	2246.5	613.5	2260				
0	2197	101	2170	196.6	2161	333.1	2140	414.1	2129.5	471.1	2118.3	525.1	2104	591.2	2095.5
375.1	1837.1	397.6	1976.9	409.6	2104	430.6	2197								
423.1	2127.8	447	2281	472.6	2410	483.1	2515	493.6	2548						
447	2422	580.6	2411.5	634.1	2422										
7.6	2458	244.6	2392	423.1	2351.5	621.6	2308								
0	2345.5	177.9	2345.5	272.3	2329	394.6	2308	504.1	2308						
7.6	2127.8	53.9	2369.5	95.1	2555.5										
154.8	2000.6	177.9	2146.3	208.6	2308	233.1	2467	252.1	2548						
0	2118.3	95.1	2089												
95.1	2104	120.2	2215	171.1	2300.5	217.8	2367.8								
47.5	1948.1	88.9	2017.1												
550.6	1741.1	634.1	1861.1	538.5	1837.1	411.1	1873.1	322.6	1892.6	208.6	1925.6	567.9	1976.9		
640.6	1802.6	538.5	1837.1												
580.6	1960.1	613.5	1954.1	652.5	1954.1										
591.2	2089	670.8	2072.6												
631	2235.9	714.5	2212.7												
631	2294.5	721.6	2274.3												
670.8	2326.8	714.5	2444.5	706.6	2464	714.5	2548								
765.1	2470	867.1	2458												
772.6	2367.8	799.6	2326.8	828.1	2294.5										
828.1	2246.5	853.6	2367.8	894.1	2548										
714.5	1984	745.6	2023.1	783.1	2103.7	800.4	2158	808.6	2197						
721.6	1924.1	847.6	1903.2	906.1	1889.6										
800.4	2080.8	837.1	2072.6												
988.6	2548	940.6	2470	906.1	2377	867.1	2314								
894.1	2326.8	874.6	2274.3	837.1	2224.3	818.7	2156.5	800.4	2063.6	747.1	1976.9	714.5	1918.1		
657.9	1918.1	694.6	1837.1	721.6	1786.1										
748.6	1786.1	813.9	1777.1	877.6	1777.1	981.1	1757.6	1005.1	1757.6						
808.6	2042.6	939.1	2017.1	1027.6	2011.1	1197.1	1982.6	1320.1	1967.4						
837.1	2170	952.6	2155	1092.1	2127.8	1186.6	2104	1342.6	2089						
888.1	2294.5	997.6	2260	1141.6	2212.7	1296.1	2186.5	1363.6	2170						
1033.6	1670.6	1050.1	1771.8	1064.3	1852.1	1078.6	1957.1	1089.8	2035.1	1105.6	2072.6				
951.1	2444.5	1125.8	2422	1266.1	2383										
1342.6	2246.5	1363.6	2284.4	1363.6	2345.5	1401.1	2485	1417.6	2548						
1299.1	2548	1446.1	2516.5	1543.6	2506										
1276.6	2416.8	1421.3	2374	1536.1	2367.8										
1482.1	2284.4	1509.1	2470												
1249.6	2284.4	1276.6	2437.4	1276.6	2548										
1144.6	2470	1144.6	2548												
1033.6	2416.8	1064.3	2548												
988.6	2246.5	1020.1	2377.2												
961.6	2260	988.6	2397.3												
1033.6	2284.4	1081.6	2274.3	1185.1	2260	1299.1	2260	1380.1	2246.5	1417.6	2246.5				
1249.6	2127.8	1266.1	2191.6												
1225.6	2198.5	1225.6	2260												
940.6	2029.8	969.1	2146.3												
871.6	1757.6	894.1	1852.1	913.6	1903.2	927.8	1976.9								
961.6	1903.2	1120.6	1903.2	1218.1	1895.6										
1198.6	1607.6	1212.1	1670.6	1212.1	1771.8	1225.6	1867.2	1225.6	1960.1						
1249.6	1976.9	1263.1	2017.1												
1263.1	2041.1	1276.6	2088												
783.1	1750.1	800.4	1837.1	837.1	1984										
945.1	2159.7	954.8	2212.7												
286.6	1660.1	306.7	1786.1	314.6	1823.6										
274.9	1823.6	402.9	1829.6												
1623.1	2356	1659.1	2444.5	1690.6	2527	1696.6	2548								
1597.6	2356	1615.6	2444.5	1639.6	2548										
1543.6	2170	1569.1	2265.5	1579.6	2367.8	1591.6	2431								
1554.1	2337.9	1536.1	2246.5	1465.6	2135.5	1426.6	2029.8	1380.1	1934.6	1342.6	1826.6				
1354.7	2172.2	1354.7	2118.3	1326.1	2029.8	1326.1	1937.6	1320.1	1879.1	1342.6	1826.6				
1438.6	1793.6	1530.1	1750.1	1618.6	1713.3										
1431.1	1837.1	1482.1	1802.6	1536.1	1783.8										
1659.8	1852.1	1597.6	1940.6	1554.1	1997	1509.1	2041.1	1522.6	2118.3	1509.1	2146.3				
1649.9	2422	1731.1	2405.5	1803.1	2377.2	1819.6	2356	1840.6	2337.9						
1870.6	2314	1941	2274.3												
1664.2	2458	1726.6	2431												
1818.1	2422	1891.5	2411.5	1996.5	2416.2	2056.5	2411.5								
1812.1	2383	1923	2367.8	2034	2356										
2073	2458	2073	2548												
1726.6	2536	1789.6	2536	1840.6	2519.5	1912.5	2519.5	2014.5	2519.5						
1603.6	2314	1639.6	2294.2	1818.1	2274.3	1896	2265.5								
1959	2265.5	2025	2229.3												
2008.5	2260	2115	2235.9												
1649.9	2274.3	1708.6	2159.7												
1708.6	2122.4	1745.2	2064.5												
1726.6	2159.7	1818.1	2140												
1896	2122.4	2014.5	2090.5	2115	2064.5										
1870.6	1967.4	1870.6	2005	1896	2029.8										
1719.1	2118.3	1831.6	2064.5	1992	2000.6										
1917	2051.2	1959	2089												
2025	1879.1	2025	1933.1												
1597.6	1960.1	1726.9	1954.1	1772.3	1948.1										
1554.1	2191.6	1664.2	2104	1696.6	2070.1										
1679.2	1960.1	1695.4	2051.2												
1726.6	2051.2	1803.1	1967.4	1848.1	1933.1										
1840.6	1867	1848.1	1924.1												
1896	1757.6	1992	1867.2												
1876.5	1948.1	1944	1948.1	1999.5	1933.1	2061.8	1933.1								
1609.6	1594.1	1632.1	1699.1												
1679.2	1771.8	1696.6	1867	1708.6	1918.1	1708.6	1940.6								
1528.6	1802.6	1521.1	1879.1	1528.6	1906.8	1521.1	2017.1								
1431.1	1846.1	1448.3	1918.1	1462.6	1976.9										
1282.6	2265.5	1299.1	2356												
1337.4	2482.4	1354.7	2548												
1005.1	1879.1	981.1	1786.1	961.6	1684.1	940.6	1581.3	927.8	1543.1	927.8	1517.6	927.8	1487.6		
961.6	943.1	1033.6	943.1												
954.8	998.6	1012.6	998.6												
1018.6	1013.6	1012.6	983.6	1012.6	962.6	997.6	920.6	976.6	847.1	961.6	803.6	961.6	758.2		
1053.1	1037.6	1064.3	1088.8	1062.5	1172.6	1058.7	1268.6	1062.5	1411.8	1064.3	1463.6				
1005.1	1522.1	1033.6	1619.6												
990.1	1573.1	1041.7	1566.3												
954.8	1501.5	1033.6	1487.6												
1171.6	1289.6	1171.6	1385.6	1171.6	1447.1										
1089.8	1566.3	1142.3	1546.1	1189.6	1546.1										
1171.6	1487.6	1171.6	1581.3												
1095.1	1487.6	1116.1	1594.1												
1139.7	1522.1	1134.1	1585.8												
1122.1	1607.6	1136.9	1679.6												
1080.1	1741.8	1156.6	1721.6												
916.6	1867	1012.6	1846.1	1033.6	1837.1	1122.1	1812.4								
652.2	1793.6	721.6	1731.7	771.7	1711.1	837.1	1694.6								
855.1	1421.6	871.6	1534.4												
810.1	1230.8	834.1	1376.6												
1179.1	1210.1	1212.1	1301												
1198.6	1289.6	1212.1	1358.6	1231.6	1411.8	1249.6	1465.1	1249.6	1522.1	1249.6	1601.6				
1256.3	1540.8	1276.6	1627.1	1276.6	1687.1	1305.1	1731.7								
1326.1	1694.6	1320.1	1570.8	1320.1	1463.6	1280.7	1348.1	1249.6	1252.1	1207.6	1172.6				
975.1	776.4	975.1	716.1												
1041.7	885.9	1080.1	949.1	1095.1	1013.6	1105.6	1029.4								
1095.1	957.6	1122.1	1013.6	1142.3	1060.1	1156.6	1135.1	1156.6	1172.6						
1165.6	1105.1	1185.1	1150.1												
1165.6	1166.6	1165.6	1220.6												
1231.6	1289.6	1239.1	1329.8	1231.6	1385.6										
1280.7	1385.6	1311.1	1505.6												
1354.7	1727.6	1386.1	1852.1												
1419.1	1646.6	1536.1	1585.8	1738.6	1505.6	1844.3	1472.6								
1772.3	1376.6	1876.5	1514.6												
1944	1368.3	1975.5	1558.1												
1848.1	1522.1	2001	1487.6	2125	1430.6										
1483.6	1421.6	1632.1	1348.1	1772.3	1301	1917	1301	2025	1289.6	2079	1282.1				
2041.5	1220.6	2061.8	1320.8												
1363.6	1201.1	1560.1	1120.1	1708.6	1072.1	1787.3	1053.4	1848.1	1037.6						
1855.6	1029.4	1959	984.4	1975.5	983.6	2061.8	955.1	2086.5	943.1	2125	943.1				
1564.6	1255.5	1620.8	1348.1												
1524.8	1421.6	1687.3	1421.6												
1618.6	1376.6	1620.8	1421.6												
1597.6	1421.6	1631.7	1463.2	1679.2	1505.6										
1509.1	1731.7	1501.6	1670.6												
1483.6	1701.1	1495.6	1627.1	1477.6	1552.1	1477.6	1478	1462.6	1328.6	1455.1	1172.6				
1911	1679.6	2041.5	1607.6	2058.1	1601.6	2101.5	1585.8								
2088	1646.6	2058.1	1601.6												
2088	1463.6	2116.5	1522.1												
1938	1406.6	2025	1367.6	2102.3	1329.8										
1938	1337.6	1911	1282.1												
1911	1320.8	1876.5	1250.6	1816.6	1166.6	1750.6	1088.8	1679.2	1004.6						
1404.1	1076.6	1483.6	1048.1	1584.4	1013.6	1726.6	962.6	1824.4	949.1	1917	926.6	2031	907.5		
1953	1619.6	1887	1522.1												
1648.6	1713.3	1648.6	1793.6												
1755.1	1694.6	1701.1	1757.6												
1543.6	1172.6	1679.2	1144.1	1848.1	1105.1	1986.5	1088.8	2027.8	1081.2	2101.5	1067.6				
2125	1230.8	2088	1166.6	2035	1079.9										
1701.1	1166.6	1864.6	1172.6	1975.5	1160.6	2125	1135.1								
1913	1210.1	1887	1135.1												
1876.5	1101.7	1837.6	971.6	1813.6	863										
1475.3	971.6	1606.1	914.6	1722.1	871	1795.1	860.9								
1836.1	838.1	1938	788.6												
1813.6	802.1	1888.6	812.6												
1887	863	2061.8	854.6												
2013	776.4	2079	895.8												
1974.4	1021.1	1911	916.3	1844.3	788.6	1781.3	662.6	1728.1	535.1						
1531	1132.1	1543.6	1101.7	1536.1	1067.6	1524.8	1053.4	1521.1	1037.6						
1543.6	1027.6	1564.6	1004.6	1592.7	971.6	1592.7	934.1								
1619.7	943.1	1618.6	920.6												
1620.8	895.8	1632.1	871	1638.4	838.1	1648.6	803.6	1657.6	794.6	1764.5	746.3	1701.1	647.6		
1280.7	1301	1269.1	1184.6	1269.1	1096.1	1239.1	1020.1								
1226.7	986.2	1280.7	885.9												
1108.2	943.1	1185.1	931.9	1311.1	943.1	1425.1	957.6								
1295.9	854.6	1386.1	943.1												
1363.6	998.6	1425.1	1084.8	1462.6	1127.6										
975.1	346.9	997.6	463.7	1012.6	557.3	1041.7	678.6	1074.1	863						
983.7	730.1	1026.1	730.1	1117.6	701.6	1142.3	696.4								
1150.6	998.6	1142.3	916.3	1135.9	854.6	1125.8	758.2	1125.8	671.6	1119	568.1				
1326.1	637.1	1280.7	707.6	1259.9	758.2	1235.3	794.6	1198.6	824.6	1168.6	838.1	1135.9	854.6		
1357.6	736.1	1295.9	863												
1368.1	838.1	1475.3	824.6												
1462.6	838.1	1568.1	812.6												
1431.1	604.9	1543.6	545.6												
1521.1	452.6	1679.2	422.6	1781.3	404.6	1836.1	391.1	1888.6	404.6	1981.5	391.1				
1041.7	161.6	1142.3	121.1												
1142.3	206.6	1198.6	178.1												
1170.5	257.6	1248.1	190.1	1259.9	146.6										
1309.6	112.1	1348.6	161.6												
1212.1	397.1	1280.7	323.5												
1246.4	277.1	1290.1	337.1	1341	391.1	1368.1	418.1								
1185.1	595	1246.4	527.6	1290.1	485.9	1290.1	463.7	1309.6	427.1	1327.6	404.6	1368.1	360.3		
1605.8	329.6	1655.5	427.1												
1413.1	409.1	1475.3	397.1	1532.3	391.1	1587.1	380.6	1692.7	391.1						
1764.5	304.1	1876.5	277.1	1963.5	257.6										
1938	151.1	2051.7	121.1	2125	101.6										
2041.5	0	2085.5	112.1												
1911	7.2	1953	56.1	1990.3	178.1	2041.5	257.6								
2013	248.6	2085.5	365.6	2125	427.1										
1813.6	527.6	1938	496.1	2125	452.6										
2095.5	571.1	2046	471												
1913	374.6	1951.5	444.3												
1855.6	346.9	1911	427.1												
1836.1	341.6	1918.5	304.1												
1585.6	101.6	1672.6	257.6												
1672.6	206.6	1719.1	293.6												
1701.1	0	1719.1	87.4	1751.3	218.7	1795.1	347.6								
1495.6	63	1543.6	7.2												
1401.1	91.1	1543.6	76.2												
1475.3	112.1	1504.6	146.6												
1413.1	266.6	1431.1	304.1	1487.3	337.1	1504.6	415.1	1543.6	508.1	1552.9	568.1				
1568.1	625.6	1592.7	696.4												
1413.1	584.2	1444.6	736.1												
1104.1	520.1	1165.6	495.8	1226.7	464.6										
1105.6	452.6	1226.7	444.3	1309.6	427.1										
1095.1	404.6	1119	387	1119	365.6	1150.6	337.9	1165.4	304.1	1207.6	266.6				
1062.5	7.2	1041.7	25.9	1052.1	49.2	1005.1	168.4								
837.1	637.1	898.6	637.1	1005.1	637.1	1086.1	625.6	1119	604.9						
900.1	346.9	916.6	438												
925.6	685.1	921.8	615	921.8	584.2	909.1	557.3	891.1	485.9						
881.1	557.3	881.1	464.6	891.1	409.1	916.6	490.1	942.1	545.6	942.1	595	942.1	643.1	942.1	685.1
873.1	387	873.1	347.6												
990.1	780.4	1005.1	834.4	1018.6	858.8										
638	557.3	732.1	551.5												
681.9	394.9	690.1	495.8												
937.6	1135.1	1018.6	1132.1												
1033.6	1135.1	1062.5	1135.1												
1483.6	1301	1580.4	1289.6												
1074.1	1328.6	1202.5	1309.8												
1728.1	1184.6	1748.1	1244	1751.3	1270.7										
1739.7	1037.6	1855.6	1053.4												
1938	1013.6	2013	1020.1	2051.7	1016.9										
2069	998.6	2125	1105.1												
2079	1358.6	2110.5	1430.6												
1719.1	367.3	1764.5	456.4	1692.7	484.9	1605.8	511	1543.6	535.1						
1932.3	512.6	2046	512.6												
1900	601.9	1994.9	606.5	2051.7	601.9										
1764.5	746.3	1864	701.6	1944	678.6	2007	662.6	2070.8	660.2						
1924.5	678.6	1974.4	716.1	1986.5	746.3										
1955.5	788.6	2070.8	783.4	2125	758.2										
1281.1	615	1348.6	557.3	1389.8	504.4										
1564.6	248.6	1605.8	314.6												
2004	360.3	2035	427.1												
1618.6	0	1679.2	87.8												
1462.6	0	1483.6	62.7												
1413.1	43.9	1532.3	0												
1290.1	625.6	1307.2	649.1												
1290.1	508.1	1320.1	565.1												
1307.2	464.6	1386.1	485.9												
1246.4	451.2	1346.7	445.9												
1386.1	440.6	1521.1	452.6												
1185.1	346.9	1290.1	337.1	1368.1	337.1										
1179.1	304.1	1212.1	295.9												
1280.7	285.4	1378.6	293.6												
1870.6	2414.5	1883.3	2482.4												
