849.1	204.8	843.6	217.7	845	232	848.8	246.3	847.8	255.7																																				
840.3	228.3	850.4	225.4	860.8	222.9	876.4	220.8	900	218.7	921.2	218.7																																		
885.6	227	900	224.1	909.6	222																																								
870.8	233.3	893.6	227.9																																										
893.6	227.9	914.4	222.9	921.2	221.2																																								
911.6	230.4	925.6	227																																										
865.2	245.3	884.8	241.2	904	237.8	912.8	237.4	916.8	238.3																																				
868.8	240.8	881.6	239.5																																										
881.6	239.5	899	238.7																																										
862	249.9	897.6	244.1	910.4	242.4	920	242.4	928.4	244.9	938.4	248.2																																		
910.4	242.4	925.6	239.1	931.2	237																																								
923.2	234.5	930.4	232.4																																										
924.7	243.8	934.8	242.4																																										
752.7	298.6	784.3	286.1	800.3	278.6	816.3	271.6	833.1	267.8	846	268.2	862.4	266.6	889.2	262	918.8	256.2	940.4	252.8																										
800.7	227	817.5	225.4	835.9	223.7																																								
771.1	237.1	782.9	234.3	786.7	233.8																																								
729.2	230.7	750.8	222	755.9	220																																								
731.8	248.4	736.3	235.1	737.8	222.8	734.7	207.8	728.4	187	725.2	177.4																																		
772.1	233.6	777.4	246.8	779.2	256	780.3	263.7	779.9	275.9	776.7	283.6																																		
774.6	239.8	775.3	255.7	777.1	267.4	784.9	293.5																																						
734.4	240.5	748.1	254.2	763.3	270	782.7	295.3	789.1	303.4																																				
743.8	249.9	757.3	275.1	768.6	286.9	783.1	304.2																																						
759.4	305.2	764.7	289.8	765.8	280.3	769.3	267	775.1	250.7																																				
769.3	267	770.7	247.2																																										
781.7	250.5	795.1	237.7	807.5	226.3																																								
637.9	303	660.9	297.5	675.7	293.5	707.9	281.4	723.4	274.8	745	267.8	764	264.1	782	256.8	797.9	247.6	809.5	240.3																										
653.5	250.4	654.7	264.7	656.2	275.5																																								
631.9	281.7	642.9	278	649.1	275.2	655.6	270.7																																						
624.8	262.9	647.9	258.5	662.2	254.2																																								
654.3	259.1	677.6	256.1																																										
640.2	262.9	631	265.3	620	270.9	610.2	272.4																																						
608.1	294.1	619.7	289.4	634.6	286.6	644.1	282.3	649.7	278																																				
617.9	299.3	636.6	298.4	646.4	297.8	655.8	298.8																																						
606.3	350.8	634	336.7	653	326.2	667.8	320.3																																						
677.1	330.1	686.8	319.7	694.5	311.7	700.5	307.9	707.6	305.2	719.8	301.8	730.2	299.3																																
699.9	334.2	715.3	311.7	718.9	296.5	718.9	288.2	720.7	281.7																																				
723.3	262.6	720.7	281.7																																										
718.9	296.5	724.2	283.6																																										
701.4	289.4	708.5	299.3	713.5	307.9	715.3	311.7																																						
636.9	318.4	651.5	314.1	670.2	308.3	688	304.2	697.2	301.8	704.9	302.1	713.5	299.3	723.9	296.5	731.3	296.5	743.5	294.4	758.1	291.3	776.7	283.6																						
776.7	283.6	790.7	278.9	800.3	278.6																																								
753.3	285.1	775.6	276.8	789.2	272.4	802.3	269	819.5	265.6	835.9	261.9	849.8	260.1	869.4	256.4	885.7	252.7	900.6	249.3																										
886.3	248.7	896.4	248																																										
857.8	281.7	878.6	277.7	902.7	276.5	917.5	272.4	930.9	269.3	938	268.4																																		
856	277.4	873.9	272.1	888.4	268.7	897.3	267.8																																						
873	267.8	882.2	267.2	893.9	268.2																																								
882.2	267.2	894	263.8																																										
879.5	275.5	882.8	270																																										
906.8	269.7	924.3	266.3	935	263.2	940.4	261.3																																						
808.1	289.6	829.3	282.6	837.6	280.2																																								
813.5	287.8	820.1	282.3	827.2	278.9	835	277.7	845.1	277.7	852.2	279.9																																		
822.7	284.8	832	291.3	839.1	299	847.4	304.5																																						
835	294.6	844.5	292.5	851.1	289.2																																								
790.1	297.1	794.9	289.7	799	274.3	798.7	264.1	796.7	257																																				
788.9	261	790.7	275.8																																										
796.6	283.4	803.5	285.4	809.2	284.8																																								
508.3	376.6	529	368.2	543.7	361.7	554.4	355.2	558.4	352.5	566.9	349.5	574.6	345.6																																
621.3	343.1	632	320	636.1	310.8	637.9	303																																						
637.9	303	637.9	301																																										
450.2	334.4	475.4	322.2	500.6	311.4	514	309.7	526.9	309.4	543.9	307	559.6	304.7																																
533.6	301.2	546.7	301.8																																										
540.2	281.3	503	294.6	453.9	315.8	414.1	337.4	386.2	351.9	361.4	363.5	344.7	371.8																																
339.8	207	339.4	247.3	340.3	280.9	345.2	312.2	351.9	336.9	361.4	355.6	365	361.8																																
400.6	266.3	405.3	279.9	407.6	286.9	412.8	298.6	419	313.4	424.9	323.6	428.4	329.6																																
328.6	299.7	337.1	279.4	339.9	265.8																																								
335	310	346.7	341	354.5	362	362.9	383.3	372.9	402.7	390.6	440.6																																		
425.9	201.4	429.5	184.5	428.6	170.4	434.2	155.5																																						
397.6	213.6	420.4	205.5																																										
364.5	293.8	394.3	284	416.5	278.4	429.8	276.8																																						
394.9	280.3	421.6	274.7	436.4	272.8	454.9	270.9																																						
410.5	293.4	438.5	284	475.8	274.3	496.6	268.1	510.7	262.8	517.1	261.5																																		
464.7	266.6	490	262.4	507.1	259.3	515.3	256.8																																						
483.1	263.6	500.2	256.8																																										
464.4	162.3	479.7	135	485.6	118.3																																								
461.5	139	474.3	172.9	475.5	177																																								
477.6	172.6	492.4	206.1	499.3	219.6																																								
497.2	227.4	502.3	242.1	509.5	252.4																																								
509.5	256.5	514	245.3																																										
481.5	281.9	501.7	277.2	511.7	275.9																																								
518.9	257.7	527.9	279.4	540.2	281.3																																								
378.4	305.8	399.1	303.8	403	302.5																																								
365.1	316	381.9	312.5	387.3	312.8																																								
380.7	317.5	394.9	312.8	405.4	311																																								
385.6	315.9	395.5	317.9	400.3	318.2																																								
418.1	311.4	438.5	304.4	453	299.1	457.2	298.4																																						
466.2	298.4	481.2	292.5	494.2	290.3	501.4	285.3	508.3	282.2	512	282.2																																		
507.7	287.8	516.8	283.4	520.1	280.3																																								
515.7	290.1	516.8	283.4																																										
468.6	301	481.5	296.9	489.7	293.8	496.9	293.8	504.7	294																																				
477.9	302.2	492.4	293.8																																										
291	354.2	312.4	346.7	329.8	338.2	337.4	333.5	348	322.4																																				
316	362.6	340.1	349.5	358.1	342.3	375.3	337.3	384.6	334.8	396.1	332.3	405.4	332.3																																
378.7	336.4	392.1	335.1	401.2	334.8	407.5	332.6	419.5	327.6	435.5	321	460.5	310	470.1	306																														
385.2	332.3	399.7	323.8	406.9	321																																								
331.6	326.6	352.7	326	361.7	322.6	370.2	320.4																																						
262.1	403.6	286.5	387.4	309.4	374.2	335	363.6	361.1	349.5	373.5	349.8	383.7	349.5																																
368.5	339.2	383.7	349.5																																										
383.7	349.5	386.2	351.9																																										
420.2	315.5	439.7	310	450.5	304.7																																								
436.7	310.9	444.8	311	452.7	309.1																																								
276.9	393.8	316.6	390.6	353.7	385.5	385.5	380.8	416.6	378.6	457.5	375.7	487.2	375	505.3	377.9	508.3	376.6																												
505.3	377.9	515.1	378.2	530.5	376.1	542.9	374.8																																						
376	377.9	392.1	369.5	406.8	363.7																																								
384.8	364.8	406.1	356.4	411.7	355.7																																								
435.8	341.9	450.8	337.2																																										
430.9	349.9	449.8	348.4																																										
461	337.9	473.9	334.3	484.4	332.4																																								
476	348.1	479.5	338.3	484.4	332.4																																								
484.4	332.4	494.5	320.5																																										
465.2	344.4	473.5	340.1																																										
472.1	352.4	488.9	352.1	500.5	352.4	519.3	349.5																																						
493.5	349.2	527	344.8	551.5	340.8	558.5	340																																						
536.8	334.3	556.3	332.8																																										
535.7	317.2	544.1	318.6	552.6	320.7																																								
538.5	323.7	546.9	324.5	554.3	326.3																																								
486.5	344.8	498	338.6	505	332.8																																								
478.4	375.2	491	365.5	501.2	361.5	514.8	359.7	528.4	353.2	539.2	349.9	551.1	347.3	561.2	348.7																														
492.9	364.8	506.7	355.7	518.6	352.8																																								
533.7	356.4	546.9	356.4	555.3	360.4																																								
369.6	396.2	379.5	389.5	393.3	380.2																																								
372.9	402.7	381.6	394.6	389.3	389.9																																								
369.6	396.2	360.3	401.1	355.1	403.7																																								
346	403	356.8	399.7	369.6	396.2																																								
355.1	403.7	346	403																																										
346	403	331.3	404.8	309.3	407.7																																								
378.3	414.3	402.3	402.2	420.8	399.3	437.6	397.5	447.3	394.6																																				
402.3	402.2	422.9	396	438.3	393.5	451.9	389.9	462.4	388.4																																				
187.2	269.5	224.4	279.6	259.5	295.4	298.1	311.1	313.7	315.2																																				
279.4	322	301.5	317	313.7	315.2																																								
313.7	315.2	325.4	315.6	347	318.7																																								
331.6	326.6	308.9	335.5	286.4	344.5	246.1	356.7	221.4	365.2	211.4	367.5																																		
211	351.2	235.2	352.1	248.2	351.7	264.7	347.6	281.8	345.9																																				
292.9	336.4	307.6	343.1	316.6	344.6																																								
281.8	345.9	304.9	349.3																																										
180.2	319.7	212.7	315.6	229.2	310.2	259.5	295.4																																						
265.6	228.7	263.8	280	259.9	317	257.3	334.1																																						
285.9	286.8	299.8	306.6																																										
310.6	297.2	315	326	317.6	340																																								
315.4	353	330.6	345.4	340.5	342.7	346.7	341																																						
320	350.8	340.1	355.3																																										
340.1	349.5	350.6	355.1																																										
324.8	357.8	340	360.9																																										
340	360.9	354.5	366.9																																										
376	377.9	368.3	372																																										
116.5	333.7	129.9	320.1	144.2	308	162.4	294.9	176.7	286.3	186.7	283.2																																		
176.7	286.3	183.7	276.4	205.3	267.9	226.1	258.9																																						
203.6	273.9	232.2	260.7																																										
162.4	294.9	173.3	312	180.2	319.7																																								
180.2	319.7	195.8	344	210.1	372.4																																								
188	331.9	211.8	326	235.7	321.5																																								
103.7	318.3	99.2	357.6	99.6	391.2	106.3	437	106.3	452.8																																				
34.4	365.7	67.7	356.8	87	353	100.1	350.2																																						
53.7	360.6	48.4	385.4	47.7	422.4	49.6	457.5	51	470.6																																				
39.5	474.4	40.7	458.6	48.3	433.6																																								
18	425.5	36.6	421.6																																										
48.4	387.7	91.1	401.2	109.2	403.5	133	404.3	154.5	404.6	171.9	405.4	203.8	402.3	222.3	398.5	252.7	390	284.9	381.1	303.3	377.7																								
49.4	380.8	82.9	380.7	107	379.6	112.9	380.4																																						
114.4	322.2	134.8	331.8	163.3	343	176.7	351.8	188.6	358	204.1	360.4																																		
188.6	358	203	365.7																																										
146.7	354.5	154.5	348	156.3	344.1	160.4	334.1	167.8	324.9	170	319.5																																		
156.3	344.1	166.3	340.3	183.7	331																																								
181.5	321.7	191.5	314.4	198.2	309.8																																								
124.6	327	141.5	317.5	148.5	314.1	156.3	307.1	165.9	300.3																																				
114.4	329.1	124.4	318.7	133	312.5	140.4	304.8	143.3	301.3																																				
116.5	333.7	121.1	346.4	121.5	363.8	124.1	379.2	130	397.3	140	413.9	153.3	434.7	164.5	460.9	176.3	477.9	187.4	481.3																										
122.8	371.7	140.4	365.9	150.1	363.1	156.4	360.3	164.4	360.3	174.1	360.8	179.6	362.1																																
140.4	365.9	157.9	355.8	168.5	350.5	183.5	344.2	194.6	342.1																																				
121.1	346.4	129.3	357.8	135.1	372.1	143.6	378.9	148.4	387	149.2	390.8																																		
128.8	393.7	149.2	390.8																																										
149.2	390.8	173.3	387.7	193.9	385.7																																								
123.8	377.5	135.1	372.1																																										
100.7	344.2	104.9	360.1	108	369.6	112.9	380.4																																						
112.9	380.4	126.4	396.8	139.3	412.7																																								
114.2	381.9	114.6	392.3	115.3	399.1																																								
104.9	360.1	114.1	358.8	121.3	356.3																																								
139.8	375.9	138.5	380.9	137.1	385.5	137.5	388.2	139.7	392.1																																				
143.4	391.6	145.5	398.3	153.5	413.1	161	428.2	163.9	435																																				
137	409.9	152.5	417.2	164.6	427.5	174.3	435.8																																						
164.1	388.9	165.6	398.1	166.6	405.2																																								
136.8	367.1	146	372.9	158.8	376.7	172.1	376.7	181.3	380.4																																				
172.1	376.7	182.8	370.6	187.4	367.6	194.9	366.1	201.3	364.8																																				
158.1	364.6	182	373.7	187.4	376.2	195.1	371.4	201.2	367.9	203	365.7																																		
174.7	377.7	187.4	376.2																																										
189.8	381.2	203.8	377.9	216.6	375.9	222.9	371.6	234.5	366.4	245.2	361.1	254.3	354.2																																
221	367.6	233.6	363.1	241.6	362.9																																								
195.3	383.5	208.2	382.5	229.5	376.9	243.7	372.4	250.3	367.1	254.4	361.6																																		
206.5	382.6	205.7	397.3	207.4	405.6	208.7	409.4																																						
153.5	413.1	172.1	411.9	194.6	409.4	208	407.4																																						
181.1	429.7	197	416.7	207.2	409.6	208.7	409.4																																						
208.7	409.4	214.9	408.4	227.8	401.8																																								
213.5	408.6	224.1	406.4	241.5	399.1	252.2	393.3	259.9	388																																				
173.3	387.7	184	395.8	192.1	403.5																																								
184	395.8	199.7	390.5	204.3	382.8																																								
265.4	401.4	265.3	428.6	261.6	456.8	259.2	480.7	256.5	499																																				
164.5	460.9	211.8	441.3	241.2	429.3	274.1	417.7	302.5	407.1	322.9	398.6	338.6	387.6																																
331.7	397.6	351.6	385.8																																										
156.3	441.6	203.3	430.3	237.9	417.3	265.4	407																																						
201.1	430.9	221.3	416.6	229	407.8																																								
224.1	406.4	229	407.8																																										
229	407.8	247	402.9																																										
284	414	305.6	415.5	330.3	411.7																																								
265.3	425.1	272.7	432.8	283.6	444.8	299.8	452.2	332.7	471.9																																				
173.5	464.2	201.3	456.8	225	451.1	252.4	443.4	272.4	440.9	285.9	437.4	304.9	432.5	324.2	426.8																														
270.4	438.8	285.9	437.4																																										
283.6	433.9	305.6	423.6	338.4	413.4	351.7	409.9																																						
261.2	418	258.2	437	256.1	445.8	249.4	451.5	249	455																																				
218.3	438.6	237.2	455	248.7	469.1																																								
220.9	445.1	241.9	443.4																																										
236.8	447.8	241.9	443.4																																										
241.9	443.4	253.1	436	265.3	425.1																																								
236.8	431.1	259	430.7																																										
245.3	409.9	236.2	425.4	227.7	444.6																																								
176.2	470.5	164.7	471.2	152.8	473.3	145.7	476.1	141.3	477.5																																				
262.1	452.5	271	467.7	284.3	484.9																																								
270.1	466	289	458.9	312	446.9	318.8	442.7																																						
323.9	434.9	344.2	425.1																																										
324.6	432.1	334.7	427.5	344.2	425.1																																								
344.2	425.1	362.1	421.5																																										
10.1	486.4	39.5	474.4																																										
39.5	474.4	51	470.6																																										
51	470.6	79.1	466	106.3	452.8																																								
106.3	452.8	138.8	444.6	156.3	441.6																																								
103.9	496.4	123.5	495.3	131.1	494.3																																								
116.5	490.5	131.1	494.3																																										
131.1	494.3	146.3	498.5																																										
98.3	507.8	113.9	500.9	117.2	499.8																																								
63.8	526.8	73.1	513.3	80.7	507.1	84.4	500.5	90.3	496.4																																				
103.6	493.3	109.9	489.1	113.6	485.3																																								
68.1	532.9	82.4	529.1	92.3	526.4	98.3	523.6	106.6	520.9																																				
73.4	527.8	104	512.3																																										
55.2	552.3	74.4	543.6																																										
259.2	480.7	273.6	518.9	278.3	553.2	277.4	584.1	283	621.8	285.9	648.2	294.8	681.5	306.6	724.1	308.9	757.9	313.2	804.4	319.3	839.7	322.6	894.1	328.7	952.4	328.6	966.8																		
192.2	947.1	213.5	944.6	236.9	934.8	253.7	924.1	258.6	921.6																																				
241	925	269.7	911.8	293.4	899	307.4	890.9	312.7	887.5	321.8	880.4																																		
159.4	919.8	188.5	913	211	909.2	238.5	896.8	274.6	888.3	295.5	882.3	313.9	876.4	321.3	873.1																														
195	911.9	220.9	913.9	236.5	911.3	254.9	901.1	268.8	898.1	288.9	892.1	305.3	887	321.8	880.4																														
309	889.8	329.5	897.3	341.4	900.2																																								
67.6	687.1	78.7	715.2	101.6	767.2	120.5	800.5	143.8	842.3	160.6	876.8	170.5	896.4	193.4	925.8	205	945.6																												
213.5	958.6	219.4	942.1																																										
222.9	954.4	234.8	935.6																																										
234.8	935.6	237.7	920.3	239.4	909.7																																								
249.6	894.2	254.9	883.2																																										
257	926.7	258.6	921.6																																										
258.6	921.6	260.6	908.3	264.7	895.1	274.6	878.9	278.3	863.6	282	840.6	289.3	821.8	288.1	808.6																														
289.7	878.9	309.8	862.3	320.1	852.5																																								
149.6	903.2	152.8	883.6	157.6	870.6																																								
124.6	871.3	141.4	864.9	158.2	854.6	177.4	849.1	209.4	845.3	241.8	838.4	275	832	280.3	830.8																														
147.9	811.6	176.6	826.5	196.3	833.3	223.8	838.4	257.8	841.4	288.5	841.4	302	838.4																																
300.8	842.3	290.2	846.1	269.3	846.1	253.7	847.4	237.3	846.5	219.1	843.2																																		
187.7	857.6	208.2	850.8	226.3	844.5																																								
192.4	856.1	196.3	840.6	196.3	833.3																																								
154.9	865.1	171.3	859.7	179.1	856.8																																								
91.8	833.7	116.8	825.2	137.7	820.5	146.7	815.4																																						
104.5	845.3	120.5	837.6	143	830.8																																								
132.3	834	128.3	857.2	126.9	870.3																																								
119.6	850.4	142.1	839.1																																										
193.8	823.9	212.7	826.5	234	829.1	252.4	830.3	267.6	829.5																																				
177.8	806	211.5	807.3	231.5	806	236.9	804.8																																						
160.2	806	184.4	800.9	210.6	800.5	242.6	800.9	257	800.1	265.6	797.9	274.6	796.2	281.1	796.7	292.2	795.4	299.2	793.2																										
257	800.1	268	800.1	281.1	796.7																																								
252.9	800.3	263.9	795	274.6	796.2																																								
213.9	783	232.4	783.4	249.6	783.9	262.3	781.3	277	778.8																																				
83.2	812.9	101.6	809.9	129.5	802.6	147.9	799.2	159	797.5																																				
118	809	135.2	806	143	805.2																																								
88.5	820.1	107.4	817.1	119.2	814.1																																								
91.8	826.5	136.5	814.6																																										
82.8	807.7	104.1	803.1	123.3	800.1	131.9	796.2	141.4	794.5	154.5	793.2																																		
79.1	803.9	105.7	797.9	127	795.4	148.3	789.8																																						
116.3	793.1	133.2	789																																										
118	787.7	142.2	784.3	155.3	777.1	170.9	768.1																																						
193.8	770.7	213.9	771.1	233.6	765.1	243	761.3																																						
220.9	744.2	214.7	759.1	213.9	771.1																																								
184	788.6	228.3	770.7	266.8	749.8	297.1	728	306.6	724.1																																				
269.3	787.7	279.9	780.9	284.8	770.2	288.5	755.7	293.4	745.1	297.9	734.4																																		
281.4	777.6	295.9	776.6	310.2	772.1																																								
284.8	770.2	296.3	770.2	309.8	767.6																																								
166.7	490.7	184.6	536.4	196.5	568.6	200.8	613.6	202.2	655.2	195.1	705.2	187.9	757.1	184	788.6																														
184	788.6	183.7	793.7																																										
62.3	712.1	102.8	695.3	131.3	684.9																																								
138.9	694.3	178.9	682.9																																										
111.8	721	140.8	713.1																																										
203.6	711.6	255.5	694.3	291.7	670.1																																								
271.2	647.3	284	631.2																																										
284	631.2	296.4	624.5	321.2	615.1																																								
265	636.9	281.7	612.7																																										
31.4	704.7	54.2	692.3	67.6	687.1																																								
67.6	687.1	86.1	677.4	100.4	673																																								
29.5	699.2	66.1	682.4	87.5	669																																								
66.1	682.4	84.7	674.5																																										
94.2	666.1	113.2	657.6																																										
96.1	670	121.8	661.6	140.8	660.1																																								
125.1	652.2	155.1	648.2	174.1	647.3	191.7	645.8	196.5	645.3																																				
172.7	642.3	190.8	636.9	197	635.9																																								
23.3	630.4	52.3	630.9																																										
85.2	649.2	144.2	632.9	174.1	622.5	210.8	614.1	232.7	607.7	237.9	605.7																																		
213.6	617.6	243.6	607.7	262.6	602.2	279.8	600.1																																						
205.4	615.3	229.3	604.7	264.1	596.3	271.7	595.3																																						
206.5	603.2	252.7	589.8	278.1	588.9																																								
161.3	609.1	181.3	602.7	204.1	594.8	235.5	585.9	266.4	583.4	291.7	579	322.1	572.5																																
27.1	614.6	62.3	612.6	71.8	611.1																																								
68	606.7	106.6	607.7	124.7	609.6																																								
83.3	632.4	92.3	602.2	99.9	590.8	108.9	579.5	117	566.1																																				
50.9	574	89.9	575	129.9	570.5	161.8	568.6	188.9	566.1	213.6	558.2	230.3	553.2																																
155.1	578.5	184.6	592.3	212.2	606.2																																								
55.2	564.6	97.5	569.1	133.2	575.5	160.3	587.9	173.7	593.8																																				
83.3	574.8	110.9	589.8	125.6	599.3																																								
62.8	585.4	83.3	574.8																																										
83.3	574.8	108	558.7																																										
47.1	584.4	71.8	570.1																																										
31.9	566.1	55.2	564.6																																										
57.9	564.9	95.2	556.2	123.2	551.2	149.9	548.3	191.7	531.9	211.7	522.5																																		
111.8	547.3	158.9	521.1	174.9	511.5																																								
126.6	533.4	131	550.4																																										
86.1	540.9	124.7	520.6																																										
166	527	187.5	516.6	208.9	514.6	227.9	512.2																																						
239.8	576	265	563.1	284.5	553.2	311.2	535.4	321.6	525.5																																				
439.7	412.3	460.9	465.5	487.5	532.1	497.8	549	500	568.9	500	593.4	514	647.8	527.3	706.1	553.7	810	553.7	834.5	555.3	852.5																								
582.5	861.2	575.2	900	575.7	924	578.9	963.8	586.2	991.6																																				
