535.9	1870.1	598.9	1849	633.9	1849	706.2	1841.9	793.7	1818.5	857.9	1797.4	920.9	1769.2	1004.9	1725.9	1077.2	1676.6	1123.9	1642.6	1184.5	1607.5	1325.7	1538.3	1395.7	1500.8	1475	1456.2	1567.2	1407	1643	1362.4	1676.9	1344.9	1707.2	1344.9	1722.4	1337.8
1465.4	1461.6	1576.5	1426.9	1643	1410.5	1671	1383.5																														
565	1888.8	681.7	1809.1	763.4	1718.8	810	1646.1	850.9	1629.7	892.9	1621.5	926.7	1602.8	947.7	1579.3	964.7	1563.6																				
964.7	1563.6	976.9	1539.5	972.2	1494.9	968.7	1446.8	950	1388.2																												
765.7	1664.9	783.2	1622.7	790.4	1585.3																																
790.4	1585.3	839.2	1566.4	866	1547.7	901	1518.4	924.4	1485.5	931.4	1443.3	943	1403.5	950	1388.2																						
950	1388.2	1004.9	1317.9	1063.2	1249.9	1115.7	1232.3	1151.9	1222.9	1210.2	1172.5	1305.9	1074	1373.5	1003.7	1406.2	972																				
563.8	887.6	617.5	975.6	654.3	1058.9																																
490.3	1000.6	572	1062.3																																		
518.3	957.1	594.2	1015.4																																		
720.2	1094	789	1178.4																																		
652.5	979.1	699.2	1021.3	748.2	1076.4	784.4	1120.9																														
668.9	1011.9	707.4	1006	729.5	994.3																																
706.2	990.8	736.5	1036.5																																		
747	1052.9	782	1097.5																																		
780.9	1150.2	824	1200.7																																		
793.7	1143.2	842.7	1203	882.4	1242.9																																
854.4	1224.1	876.5	1252.2																																		
817	1145.6	835.7	1224.1	850.9	1275.7																																
827.5	1235.8	835.7	1280.4																																		
742.4	1003.7	726	940.4																																		
948.9	1176	925.9	1058																																		
974.5	1164.3	959.4	1129.1	951.9	1081.6																																
726	940.4	703.4	869.6																																		
667.8	1818.6	728.4	1883	765.7	1935.7	801.9	1975.6																														
596.5	1779.8	648.4	1831.9																																		
682.9	1886.5	733	1939.2																																		
685.2	1864.2	751.7	1933.4																																		
727.2	1949.8	757.8	1924.5																																		
815.9	1911.1	873	1972.1	896.4	1986.1																																
784.4	1933.4	824	1969.7																																		
798.4	1881.8	833.4	1914.6																																		
821.7	1891.2	850.9	1922.8																																		
757.6	1828.2	793.7	1832.6	828.7	1845.4	867.2	1867.7																														
876.5	1929.9	909.2	1955.6	922	1975.6																																
943	1927.5	982.7	1945.1	1003.7	1953.3																																
1034	1968.5	1057.4	1985																																		
1052.7	1951	1104	1983.8																																		
896.5	1780.1	927.9	1826.7	947.7	1873.6																																
931.4	1858.3	947.7	1873.6																																		
947.7	1873.6	1003.7	1911.1	1077.2	1952.1	1120.4	1969.7	1137.9	1975.6																												
1125	1959.2	1172.9	1988.5																																		
1199.6	1958.6	1221.9	1975.2																																		
1051.8	1625.4	1084.5	1648.6	1118.4	1687.4	1166.8	1738	1205.4	1792.4	1240.3	1827.4	1256.7	1855.6																								
1219	1833.2	1205.4	1792.4																																		
1166.8	1738	1202.5	1768.1	1237.4	1802.1	1256.7	1819.6																														
1154.5	1624.9	1190	1669.9	1195.8	1680.6																																
1129	1606.8	1154.5	1624.9																																		
1118.4	1687.4	1151.3	1672.9	1178.5	1655.3																																
1134.2	1680.4	1163.9	1704	1185.1	1721.5	1209.3	1754.5	1233.5	1778.8	1257.7	1806																										
1185.1	1721.5	1225.8	1753.5	1251.9	1782.7	1267.4	1807	1281.9	1834.2																												
1225.8	1753.5	1264.4	1782.7																																		
1252.8	1920.7	1291.5	1955.7																																		
1216.1	1913.9	1247	1934.3																																		
1219	1946	1246.1	1966.4																																		
1203.3	1522.4	1214.2	1569.8	1232.5	1611.6	1269.3	1660.2	1329.3	1725.3	1366	1764.2	1399.9	1790.5																								
1305.5	1699.5	1369.9	1748.7	1386.3	1763.3	1392.1	1773	1437.6	1805.1	1457.9	1819.6																										
1392.1	1773	1415.3	1799.2	1426.9	1813.8																																
1346.7	1743.8	1392.1	1773																																		
1319.5	1710.2	1338.9	1811.9	1367	1913.9																																
1344.9	1833.6	1394.1	1880.9																																		
1399.9	1872.1	1375.7	1828.4	1355.4	1804.1	1334.4	1788.3																														
1307	1783.7	1338.9	1811.9																																		
1394.1	1823.5	1375.7	1815.7	1359.2	1808.6																																
1326.5	1746.7	1380.5	1799.2	1397	1814.8	1419.2	1862.4	1456	1890.6																												
1418.2	1822.5	1379.6	1787.6	1324.9	1738.7																																
1300.2	1840	1354.3	1867.6																																		
1480.1	1827.4	1496.6	1844.9																																		
1506.3	1778.8	1541.1	1819.6																																		
1026.8	1292.3	1105.8	1365.7	1164.8	1426.9	1223.8	1524.1	1273	1576.2																												
1127.7	1256.3	1157.1	1330.7	1186.1	1389	1212.2	1431.8	1237.4	1460	1280.9	1486.2	1314.7	1521.2	1340.9	1578.6	1375.7	1644.7																				
1186.1	1389	1249.9	1417.2	1312.1	1439.4																																
1347.5	1526.6	1395.9	1466.5																																		
1422.7	1485.6	1464.7	1536.8	1494.7	1570.8																																
1397.9	1697.2	1404.7	1728.3	1418.2	1762.3																																
1366	1728.3	1386.3	1763.3																																		
1568.2	1630.1	1593.3	1681.6																																		
1582.7	1688.4	1556.6	1630.1																																		
1538.2	1607.7	1511.3	1551.6																																		
1623.6	1612.1	1658.3	1654.6	1702.8	1695																																
1714.7	1681.9	1681.1	1651.4	1669.2	1633.9																																
1769	1625.2	1747.3	1594.7	1733.2	1574																																
1667	1489	1711.5	1534.7	1733.2	1554.4																																
1689.8	1485.7	1713.6	1508.6																																		
1618.2	1404	1662.7	1467.2	1700.6	1511.9																																
1490.5	1453.8	1529.3	1505.3	1562.9	1554.4	1585.7	1592.5																														
1559.6	1512.9	1586.7	1571.8	1604.1	1600.1																																
1633	1368.4	1671	1383.5																																		
1671	1383.5	1718	1419.2	1760.3	1448.6	1776.6	1467.2																														
1581.3	1377.8	1596.5	1411.6																																		
1830.8	1536.9	1810.2	1509.7																																		
1753.8	1510.8	1772.2	1529.3																																		
1696.3	1449.7	1725.6	1483.5																																		
1713.6	1434.5	1732.1	1451.9	1763.5	1471.5	1787.4	1480.2																														
1849.2	1460.6	1783.1	1441	1747.3	1423.6																																
1458.8	1339.6	1485.9	1386.5	1505.4	1410.5	1522.9	1430.6																														
1559.4	1411.1	1591.1	1453	1609.5	1474.8																																
1611.7	1443.2	1637.7	1482.4																																		
1540.1	1460.6	1560.7	1486.8																																		
1287.4	1221.9	1305.8	1247	1355.7	1291.7	1402.4	1315.7	1458.8	1339.6																												
1452.7	1337.1	1541.2	1374.5	1583.3	1397.5																																
1231.3	1347.8	1241.8	1267.7	1251.6	1191.4	1260.3	1150																														
1277.6	1200.1	1276.5	1128.2	1279.8	1117.3	1267.9	1090.1	1242.9	1053																												
1279.8	1117.3	1347	1146.7	1395.9	1169.6																																
1200.9	1180.5	1246	1235.2																																		
1186.5	1233.9	1160.5	1188.2	1128	1141.3	1090	1101	1074.8	1069.4	1052	1041	1043.4	1032.3																								
1444.7	1193.6	1479.4	1261.2	1511.9	1329.8																																
1506.5	1285.2	1534.7	1347.3																																		
1361.1	1225.2	1399.1	1196.9	1419.7	1178.3																																
1449	1277.5	1480.5	1233.9	1515.2	1194.7	1537.9	1166.4	1579.2	1133.7																												
1410	1359.3	1456.6	1308	1471.8	1288.4	1483.6	1270																														
1408.9	1344	1407.8	1291.7																																		
1581.3	1360.4	1557.5	1302.6	1539	1273.2																																
1577.6	1351.4	1580.2	1330.9	1564	1285.2	1544.4	1221.9	1530.3	1160.9	1502.1	1148.9	1487	1138																								
1494.6	1153.3	1487	1138																																		
1487	1138	1468.5	1102	1455.5	1070.4	1408.9	1065	1374.2	1050.8	1341.2	1037.3																										
1239.9	973.4	1213.9	918																																		
1198.8	895.2	1164.2	851.8																																		
1222.6	847.4	1277.7	915.9																																		
1336.1	982.1	1358.4	1019.5																																		
1204.2	993	1180.4	950.6	1163.1	938.7																																
1144.8	874.6	1163.1	938.7																																		
1163.1	938.7	1176.1	989.7																																		
1151.7	898.7	1168.5	918																																		
1104.8	1023.4	1138.3	1070.1	1166.4	1102.7																																
1144.8	998.4	1109.1	1008.2	1064.8	1022.3	1043.4	1032.3																														
1043.4	1032.3	978.3	1065.7	945.9	1076.2																																
1006.3	1051.4	1002.1	1020.1	981.6	971.3																																
991.7	1058.9	964.3	1010.4	922.1	950.6	869.2	877.8	824.8	814.9	783.8	760.5	745.9	722.5	696.2	683.4	583.8	554.2	522.2	501	396.2	364.2	279.9	228.7														
328.8	178.2	425.3	281.8	455.7	317.7																																
467.6	346.9	509.9	393.4																																		
454.4	350.9	532.4	431.9	573.3	473.1	615.6	524.9	641.4	554.9																												
492.8	412.1	568.1	490.6	617	547.3	652.7	590.8																														
547.4	503.8	617	574.7	632	590.8																																
632	590.8	652.7	590.8																																		
652.7	590.8	686.6	607.8	721.4	630.5	772.2	679.6	810.8	724.1	832.4	758.1																										
763.7	711.8	710.8	659.5																																		
774.1	703.3	732.9	653.2																																		
709.7	694.1	748.7	778	769.4	828.1																																
616.8	592.1	668.7	714.6	707.3	781.7	741.2	812.9	769.4	828.1																												
769.4	828.1	841.8	896.1	893.6	947.2	913.3	968																														
802.3	913.1	848.4	968	871	998.2	885.4	1022																														
874.5	928.4	889.8	974.6	901.1	1002.9	908.6	1018.1	925.9	1058																												
881.8	950.5	918	992.5	940.6	1028.5	957.5	1050.2	995.2	1082.3	1042.2	1144.7	1093	1188.2	1151.9	1222.9																						
1138.7	1226.3	1175.8	1264.8	1220	1304.5	1235.1	1318.7																														
780.2	727.7	829.1	782.9	855.8	814.5																																
860.5	810.4	879.9	840.7	894	867	900	895.9	905.4	922.1	906	928.4																										
875	885.9	890	896.6																																		
827.1	840.7	845.8	869	860.5	885.8																																
835.1	868.3	848.5	886.5																																		
886.3	852.6	912.8	879.7	934.8	908.7	952.9	945.7	974.3	979.3	984.4	1004.2																										
748.4	648.8	790.6	688.5	815.9	716.2																																
766.1	643.8	809	696.2	825.9	721.6	837.4	751.7																														
803.6	681.6	825.1	711.6																																		
782.7	639.1	827.4	693.9	849.6	735.5																																
855	723.2	887.9	781.7	907.1	806.3																																
894.1	800.2	914.8	830.2	938.5	862.6																																
837.4	764.7	847.3	780.2																																		
844.2	748.6	881	804.8	921.7	861																																
859.6	753.2	885.6	794.8																																		
1003.7	962.7	1028.2	996.6	1042.8	1015.9																																
998.3	982	986.1	930.4	979.9	901.9	970.7	869.5	959.2	848.7	942.4	812.5	924	770.9	907.1	733.2	893.3	697	883.3	675.4																		
887.2	749.3	907.9	794	921.7	813.3																																
895.2	701.9	897.1	733.2																																		
878	717.8	897.1	733.2																																		
897.1	733.2	912.5	764																																		
947	836.4	960.8	864.1																																		
945.4	858.7	966.9	891.1	996	921.1																																
992.2	904.2	1018.2	935.7	1045.8	965																																
972.8	876.9	990.7	892.6	1012.9	914.2																																
1022.1	909.6	1025.9	923.4	1036.6	940.4	1046.6	958.1																														
981.5	864.9	1002.4	904																																		
979.2	874.1	987.4	889.7																																		
993.7	867.2	1010.6	899.5																																		
1023.6	968.9	1031.1	1000.5																																		
1031.3	967.3	1054.3	1012																																		
947.7	893.4	968.4	928.8	973.8	940.4																																
963.1	928	971.5	955																																		
1038.9	901.1	1058.9	935	1071.9	951.1																																
1026.7	900.3	1058.1	954.2																																		
1026.7	900.3	1012.9	876.4																																		
1035.1	865.7	1067.3	910.3	1091.8	951.1																																
1118.7	1020.5	1140.1	1043.6																																		
1033.6	818.7	1047.4	845.6	1057.3	861.8	1076.5	880.3	1087.2	899.5																												
1127.9	912.6	1150.9	953.5																																		
1091.8	847.9	1058.9	790.9	1042.8	764.7																																
1061.9	675.4	1083.4	739.3	1108.7	781.7																																
1127.9	777.1	1135.5	812.5																																		
1019.8	765.5	1007.5	741.6																																		
922.7	590.9	959.2	637.7	963.8	646.9																																
952.8	629.4	975.3	657.7	987.6	690.8	1000.6	712.4	1025.9	747.8	1032.8	757																										
957.7	625.3	997.6	678.5	1012.9	702.4																																
906.3	668.5	926.3	725.5	937	751.7	956.2	780.9	982.2	810.2	1002.2	827.1																										
956.2	780.9	966.1	825.6	972.3	849.5																																
978.4	831.8	988.4	853.3																																		
1002.9	835.6	1042	822.5	1062.7	818.7																																
897.9	655.4	921.7	686.2	949.3	730.9	955.4	749.3																														
949.3	730.9	973.8	761.7	1002.9	800.9																																
983	733.9	969.2	694.7	961.5	670																																
842	579.1	871.8	624.6	897.1	643	919.4	659.2																														
907.1	629.9	937.8	646.9	953.1	659.2																																
961.5	670	963.8	646.9																																		
1051.2	586.8	1075.7	630.7	1084.2	654.6	1083.4	677.7	1088.8	691.6																												
1029	630.7	1008.3	596.1	995.3	578.3	971.5	555.2	945.4	525.2	917.1	491.3	892.5	463.6	864.9	412	846.5	382.7	826.6	353.4																		
835.1	325.7	852.7	372.7	861.8	406.9																																
343.2	165.2	585.8	123.8	790.9	112.5	904.7	88.6	969.7	72.2	1007.2	58.4	1059.7	28.3	1096	14.4	1136	5.6																				
665.8	58.4	733.4	138.8	803.4	207.9	844.6	284.6	909.7	352.4	963.4	407.7																										
744.7	115	807.1	174																																		
592.1	88.6	645.8	152.7	690.9	211.7	737.1	264.5	775.9	314.7	809.6	362.5																										
694.6	177.8	729.6	223																																		
745.9	171.5	789.6	236.8	815.9	272																																
518.1	135.3	565.8	197.9	602.1	250.7	625.8	294.6																														
642.1	327.3	669.6	373.8																																		
429.7	150.4	503.5	229.5	542.7	287.6	594.3	366.3	641.8	444.8	656.3	475	673.9	526.1	691.5	548	726.8	599	753.7	623	766.1	643.8																
343.5	149.4	403	212.7	423.1	247.9																																
353.1	186.3	403	233.8	423.1	247.9																																
423.1	247.9	442.3	276	480.8	310.2	529.8	362.1	570.9	402.5	605	440.3																										
558.7	363	601.5	398.1	652.2	435	700.3	464.9	731.8	493	741.4	508																										
434.5	224.1	482.6	266.3	503.6	288.3																																
512.6	243	579.6	305	629.5	367.4	657.5	403.4	695.1	442.1	728.3	474.6	735.3	486																								
686.5	456.4	703.8	498.3																																		
597.1	463.2	640	479.9	703.8	498.3																																
703.8	498.3	752.8	532.6	787.8	557.2	828	579.2																														
719.6	533.5	742.3	571.3	765.9	603.8	799.8	634.3																														
773.1	546.8	801.8	592.4	827.1	625.6																																
527.3	147.4	570	180.2	641.7	249.6	677.6	299.7	719.6	348	737.1	374.4	750.2	383.2																								
647	196	694.2	258.4	736.2	319.9	765.1	372.6	783.4	392	802.7	399.9	820.1	403.4																								
796.5	405.2	812.3	434.2																																		
812.3	443	834.1	476.3	856.9	506.2	891	537																														
637.4	283	670.6	324.3	692.5	341.9																																
675	338.4	709.1	389.3	732.7	423.6	760.7	452.6																														
675.8	370.9	709.1	409.6	725.7	431.5																																
732.7	423.6	753.7	474.6	766.8	508	785.2	528.2	810.5	547.5	833.3	559.8																										
725.7	457.9	761.6	502.7																																		
761.6	502.7	766.8	508																																		
770.3	463.2	809.7	515.9	849	559.8																																
814.9	529.1	853.4	575.7	895.4	620.5																																
821.9	520.3	833.3	531.7																																		
824.5	483.4	858.6	532.6																																		
844.6	438.6	870.9	486.9	903.2	512.4	924.2	535.2	938.2	553.7	948.7	596.7	952.1	628.5																								
873.5	341.9	898	397.3	906.7	416.6																																
881.4	396.4	926.8	396.4	991.6	396.4	1038.8	392																														
813.2	373.5	841.1	403.4																																		
877	418.3	933	430.6	962.7	445.6	985.4	472	1018.7	508.9	1030	526.4	1033.5	545.8	1032.9	554.1																						
1030	526.4	1048.4	534.3																																		
980.2	432.4	1025.7	477.2	1043.2	498.3																																
862.1	30.8	992.4	22.9	1093	1.8																																
862.1	7.9	888.1	29.2																																		
864.8	1.8	897.5	28.6																																		
938.2	26.2	975.5	70.1																																		
828	38.7	847.4	100.6																																		
912.4	463	963.4	407.7																																		
963.4	407.7	1007.9	359	1084	276.3	1137.8	211	1192.6	134.5	1260.7	20.2																										
1115.5	50.8	1161.2	124.3	1208.9	197.8	1248.5	267.1	1283	322.2	1309.4	355.9																										
1224.9	225.9	1258.6	265.1																																		
968.3	311	1025.1	374.3	1038.8	392																																
1038.8	392	1104.3	458.9	1134.8	508.9	1171.3	558.9	1210.9	618.1																												
1013.9	256.9	1037.3	352.8	1038.8	392																																
982.5	177.3	1028.2	224.3																																		
1024.1	165.1	1078.9	235.5	1110.4	276.3																																
1105.3	134.5	1167.3	206.9	1180.5	233.5	1185.5	275.3	1210.9	331.4																												
1112.8	241.3	1160.1	299.8	1191.6	352.8	1211.9	383.4																														
1038.5	384.5	1096.2	406.9	1133.7	415.1	1170.3	406.9	1211.9	383.4																												
1211.9	383.4	1285	386.5	1348	380.4	1395.7	375.3	1422.1	362	1447.5	333.4	1466.8	306.9	1476.9	289.6	1499.3	274.3	1549	274.3	1587.6	279.4	1659.7	268.1														
1113.4	344.7	1127.7	394.7	1135.8	427.3																																
1125.6	433.4	1137.8	472.2																																		
1045.4	328.3	1066.7	380.4	1086	446.7																																
1075.9	443.6	1106.3	495.7	1115.3	532.8																																
1035.3	426.3	1077.9	487.5																																		
1058.6	445.7	1095.2	511	1133.7	557.9	1166.2	620.1	1192.6	674.2	1248.5	753.8	1303.3	829.3	1355.1	911.9	1388.6	955.8	1406.2	972																		
1406.2	972	1470.8	1040.5	1494.2	1070.1																																
1441.4	1068.8	1454.1	1022.8																																		
1461.6	1085.2	1505.3	1051.7	1516.5	1044.6																																
927.6	456.9	997.7	518.1																																		
917.1	491.3	943.9	454.9	951.3	420.9																																
1210.9	64.1	1222.6	84.1																																		
1236.8	60.3	1286	128.4	1316.5	172.2																																
1254.6	123.3	1298.2	183.5	1317.5	206.9																																
1309.4	40.6	1349	95.7	1377.4	130.4	1400.8	162	1409.9	186.5	1428.2	217.1																										
1361.2	121.2	1388.6	162																																		
1408.9	159	1428.2	200.8	1443.4	238.6	1455.6	264.1	1472.5	297.1																												
1354.1	61	1397.7	118.2	1422.1	155.9	1448.5	204.9																														
1423.1	101.8	1448.5	204.9																																		
1448.5	204.9	1467.8	272.2	1505.3	365.1																																
1449.5	299.8	1480	368.1																																		
1175.4	451.8	1189.6	494.6	1197	510.6																																
1197	510.6	1220	544.6	1261.7	602.8	1268.8	637.5																														
1222.1	649.7	1256.6	686.5	1277.9	723.2	1305.3	776.2																														
1214.6	705.5	1228.2	679.3	1241.4	652.8																																
1205.8	456.9	1217	486.5	1243.4	528.3	1270.8	577.3																														
1269.8	562	1291.1	601.8																																		
1237.5	518.9	1266.8	544.6																																		
1278.9	539.5	1309.4	591.6	1327.7	637.5																																
1279.9	521.2	1315.5	571.2																																		
1500.3	414.2	1516.5	489.5	1527.7	515	1557.1	567.1	1569.3	612	1580.5	665	1592.7	741.5	1595.7	842.6	1599.8	905.8	1613	943.6	1624.1	977.2	1646.5	1048.6	1668.8	1128.2	1689.1	1196.6										
1472.9	127.4	1498.2	212	1516.5	259	1521.6	290.6																														
1459.8	244.3	1518.6	271.8																																		
1440	170.5	1480	202.9	1520.6	242.6	1556.1	287.5	1573.4	326.3	1588.6	360																										
1533.8	298.8	1555.1	349.8	1570.3	384.5	1571.3	399.8																														
1564.1	370.2	1581.4	398.5																																		
1520.6	306.9	1532.8	349.8	1539.9	380.4	1520.5	407.5																														
1597.7	326.3	1647.5	295.7																																		
1625.1	324.3	1626.2	374.3	1626.2	392.9																																
1616	337.5	1608.9	373.2	1608.9	395.1																																
1520.5	407.5	1535.8	453.8																																		
1536.8	425.3	1554.1	485.5	1558.1	516.1	1568.6	609.3																														
1529.7	471.2	1544.9	512																																		
1500.3	414.2	1536.8	425.3																																		
1536.8	425.3	1629.2	462	1750	496.7	1819.1	518.1	1883	526.3																												
1697.9	481.7	1783.5	476.3	1832.3	465.1	1849.5	462																														
1354.8	461.3	1417	555.5	1463	617.1																																
1463	656.1	1506.6	733.1																																		
1472.4	646.7	1486.1	696.8																																		
1319.2	666.8	1368.7	755.6	1407.6	820.8	1438.3	877.6																														
1326.3	807.8	1340.4	849.2																																		
1447.7	726	1491.3	813.7																																		
1476	762.7	1524.3	870.5																																		
1424.1	766.3	1465.4	850.4	1488.9	897.8	1520.8	979.5	1543.2	1043.5	1579.2	1133.7																										
1579.2	1133.7	1615.1	1231.8	1642.2	1286.3	1671.6	1328.9	1709.4	1371.5	1741.2	1395.2	1767.1	1417.7																								
1728.2	1400	1765.3	1416.2																																		
1534	1017.4	1590.3	951.1	1665.7	896.6	1744.7	808.9	1837.8	702.3	1902.7	631.3	1927.4	608.8																								
1599.8	905.8	1600.9	966.5	1621	1048.2	1662.2	1156	1679.9	1192.7																												
1592.7	1017.4	1623.3	1096.8	1657.4	1143.5																																
1592	1168.7	1642.3	1122.8																																		
1487	1138	1512.5	1112.2	1529	1086.1	1571.4	1049.4	1592.7	1017.4																												
1592.7	1017.4	1634.8	1011.2																																		
1595.7	842.6	1612.9	891.5	1620.8	910.5																																
1623.8	881.6	1602.9	852.6																																		
1651.6	881.6	1644.7	823.6																																		
1613.2	866.8	1629.8	856.6	1665.6	844.6	1678.5	837.6																														
1661.6	868.6	1665.7	896.6																																		
1666.6	820.6	1647.7	776.6	1629.8	742.7	1606.9	698.7																														
1602.9	717.7	1626.8	759.7																																		
1730.4	824.8	1714.3	793.6																																		
1710.3	806.6	1699.4	763.7	1699.4	737.7	1696.4	718.7	1690.4	702.7																												
1722.2	706.7	1735.2	743.7	1744.1	766.6	1766	807.6	1804.8	867.6	1824.7	910.5																										
1650.3	782.8	1651.6	753.7	1644.7	720.7	1632.7	693.7																														
1631.8	643.7	1647.7	694.7																																		
1568.6	609.3	1605.9	643.7	1628.8	674.7	1656.6	725.7																														
1645.7	668.7	1666.6	719.7																																		
1679.5	708.7	1665.6	662.7	1654.6	640.7	1649.6	624.8																														
1654.6	656.7	1647.7	637.8	1643.7	607.8	1640.7	578.8																														
1605.9	667.7	1605.9	621.8																																		
1621.8	465.9	1640.7	533.8	1647.7	569.8	1670.5	622.8																														
1681.5	526.8	1706.3	517.8	1740.2	493.9																																
1717.8	509.7	1734.2	555.8	1743.1	594.8	1746.1	628.8																														
1706.3	620.8	1696.4	654.7	1696.4	681.7	1701.4	698.7																														
1684.5	633.8	1674.5	586.8																																		
1801.8	643.7	1813.7	675.7	1827.6	694.7	1831.6	709.5																														
1778.9	732.7	1793.5	753.1																																		
1793.8	552.8	1816.7	601.8	1832.6	631.8	1846.5	658.7	1850.5	665.7	1858.1	680.1																										
1838.6	609.8	1852.5	640.7	1859.5	650.7																																
1857.5	596.8	1896.2	555.8																																		
1833.6	556.8	1852.1	522.3																																		
1730.4	824.8	1751.1	862.6	1784.9	906.5																																
1796.8	927.5	1825.6	975.5	1838.6	1005.5																																
1735.1	833.3	1787.1	840.3																																		
1779.4	828.3	1830.6	840.6	1887.3	864.6	1952.9	892.5																														
1891.3	753.7	1907.2	808.6	1930.1	865.6	1937	878.6																														
1951.9	815.6	1937	878.6																																		
1937	878.6	1933	897.5	1950.9	932.5																																
1939.9	866.5	1969.8	930.5	1994.7	975.5																																
1948.2	831.4	1966.8	880.6																																		
1976.8	880.6	1994.7	912.5																																		
1937	809.6	1915.1	760.7																																		
1811.6	732.4	1843.5	787.6	1861.4	809.6	1872.4	812.6																														
1878.4	860.8	1888.3	890.5	1887.3	919.5	1890.3	946.5	1895.3	963.5																												
1831.6	926.5	1866.4	978.5	1883.3	1000.5	1906.2	1011.5																														
1883.3	1000.5	1901.2	1058.4	1905.2	1083.4	1908.2	1131.4	1911.2	1150.3																												
1702.4	993.5	1743.1	997.5	1784.9	1005.5	1819.7	1016.4																														
1926.1	950.5	1949.9	995.5																																		
1959.9	961.5	1975.8	988.5																																		
1906.6	1105.6	1952.9	1093.4	1997.7	1074.4																																
1773.8	1003.3	1790.8	1035.4	1795.8	1082.4	1798.8	1096.4																														
1936	1011.5	1946	1044.4	1946	1056.4																																
1766	1193.3	1777.9	1230.3																																		
1846.5	1142.3	1862.4	1166.3																																		
1927.1	1180.3	1948.9	1223.3	1975.8	1265.3																																
1946	1238.3	1958.9	1288.2	1959.9	1298.2																																
1993.7	1163.3	1973.8	1134.4	1951.9	1109.4																																
1952.9	1093.4	1995.7	1134.4																																		
1971.8	1186.3	1986.7	1212.3																																		
1846.5	1365.2	1863.4	1349.2	1888.3	1339.2	1908.2	1336.2	1943	1333.2																												
1870.4	1232.3	1889.3	1258.3	1902.2	1286.2																																
1845.5	1221.3	1885.7	1253.4																																		
1792.8	1292.2	1826.6	1319.2	1838.6	1334.2																																
1750.1	1346.2	1783.9	1384.2	1811.7	1411.1	1848.5	1438.1																														
