101.2	1562.6	146.1	1606.1														
41.1	1475.6	89.1	1544.6														
609.6	1355.6	660.6	1445.6														
513.6	1384.1	543.6	1482														
14.1	1657.1	224.1	1595.6	471.6	1510.1	723.6	1433	1008.6	1339.5	1221.6	1267.1	1415.1	1207.1				
1203.6	1184.6	1287.2	1298.6														
1293.6	1312.3	1325.1	1376.6														
1422.6	1231.1	1584.3	1207.1	1751.1	1184.6	1947.5	1150.1	2097.2	1125.6	2136.5	1250.6						
2097.2	1091.6	2036.5	1216.1	2004.5	1302.5												
1968.5	1015.9	1986.5	1081.9	2004.5	1115.6	1992.5	1144.1	2018	1169.6	2057.8	1258.1	2077.3	1292.6				
359.8	1578.6	701.1	1516.1	1062.6	1453.8	1437.9	1400.6										
1318.2	1400.6	1496.1	1376.6	1595.3	1355.6	1761.6	1327.1	1887.5	1307.6								
1751.8	1198.1	1814.1	1363.1														
1751.1	1223.6	1647.6	1468.1														
1452.6	1197	1501.7	1268.6	1584.1	1390.1												
1607.1	1432.1	1643.5	1516.1														
1344.9	1400.6	1382.3	1504.1														
1359.6	1322	1334.8	1369.1														
1405	1231.1	1382.3	1280.6														
1277.1	1154.2	1309.3	1217.6	732.6	1028.2	773.1	1135.1	804.6	1267.1	828.6	1376.6	866.6	1445.6				
732.6	1430.1	786.6	1538.5	819.6	1578.6												
840	1528.1	857.9	1600.1														
948.6	1490.5	970.9	1586.6														
159.1	1614.6	189.6	1682.6														
0	1730.6	232.3	1682.6	359.8	1657.1												
46	1756.1	273.6	1715.6	456.5	1682.6	499.4	1673.6										
499.4	1693.8	650.4	1667.6	804.6	1637.6	941.1	1625.6	1105.8	1600.1	1184.8	1592.6						
1122.6	1453.8	1137.6	1516.1	1174.3	1570.6	1221.6	1643.2										
1221.6	1482	1263.6	1578.6														
1263.6	1614.6	1287.2	1673.6														
216.2	1548.5	248.9	1643.2														
414.6	1538.5	429.5	1565.8														
441.3	1578.6	471.6	1667.6														
513.6	1564.1	570.6	1673.6														
598.7	1544.6	631.4	1648.6														
644.9	1468.1	660.6	1510.1														
956.1	1376.6	984.6	1452.3														
1082.1	1333.1	1105.8	1390.1														
1105.8	1322	1151.1	1414.5														
1038.7	1184.6	1055.1	1250.6														
993.2	1192.1	911.8	1363.1														
917.1	1198.1	948.6	1255.8														
718.8	1267.1	776.1	1415.8														
1510.7	1302.5	1460.8	1390.1														
1415.1	1528.1	1584.1	1474.1	1770.6	1400.6	1947.5	1333.1	2097.2	1268.6	2148	1250.6						
1761.6	1552.2	1854.6	1504.3														
970.3	1673.6	1184.8	1618.8	1382.3	1584.3	1437.9	1570.6	1685.6	1468.1								
6.6	1996.1	389.1	1856.6	692.1	1751.6	920.8	1667.6	984.6	1648.6								
6.6	1933.1	189.6	1898.6														
117	1743.4	146.1	1802.6	159.1	1849.1	174.4	1882.1	219.3	1958.6	232.3	1990.1						
6.6	1786.1	27.1	1876.1	54.6	1954.1	65.1	2009.6										
27	1933.1	47.6	1973.6														
14.1	1982.6	37.3	2009.6	35.9	2036.6	74.9	2146										
0	2200	132	2200	336.6	2105.6	652.7	1973.6	840	1897.8	1021	1822.3						
970.3	1828.1	1093.9	1774.1	1221.6	1714.8												
1344.9	1702.1	1572.6	1657.1	1740.6	1630.1	1880.1	1600.1										
1673.1	1570.6	1728.6	1651.1														
1460.8	1578.6	1485.7	1643.2														
1518.3	1693.8	1554.6	1771.4														
970.9	1623.1	1021	1771.4	1046.9	1838.6	1096	1933.1										
455	1883.6	660.6	1866.7	800.1	1853.6	882.2	1841.6										
776.1	1756.1	809.1	1841.6														
499.4	1762.1	570.6	1904.6														
679.1	1756.1	739	1938.6														
432.6	1810.1	489.6	1915.8														
272.7	1724.6	404	1954.8														
6.6	2009.6	143	1996.1	338.3	1967.6	471.6	1938.6	679.1	1915.8								
224.1	1822.3	272.7	1977.1														
299.4	2038.1	381.6	2173														
174.4	1996.1	224.1	2123.6														
219.3	2038.1	258.9	2134														
381.9	1833.3	414.6	1933.1														
404	1938.6	441.3	2038.1														
429.5	2038.1	456.5	2105.6														
357.9	2134	776.1	2020.1														
747.5	1938.6	792.6	2105.6														
809.1	2022.1	1021	1954.8	1227.6	1883.6	1452.6	1816.1										
1485.7	1798.8	1647.6	1732.6														
1968.8	1657.1	2033	1786.1														
2033	1648.6	2070.5	1714.8														
2022.9	1345.5	2070.5	1439.6														
2070.5	1475.6	2115.5	1562.6														
2063	1492.1	2148	1468.1														
1871.1	1492.1	1911.5	1570.8														
1719.7	1714.8	1904	1631.6														
1979	1376.6	1836.8	1721.6														
1814.1	1714.8	1761.6	1883.2														
1673.1	1798.8	1734.6	1897.8														
956.1	2032.1	1163.1	1982.6	1405	1943.6	1616.1	1915.8	1891.3	1873.1								
970.9	2140	1160.1	2105.6	1287.2	2086.1												
1251.6	1977.1	1301.1	2113.1														
1281.6	1973.6	1363.6	2113.1	1393.6	2173	1452.6	2300.5	1685.6	2196	1797.6	2159.5						
1208.1	2137	1452.6	2045.1	1393.6	1945.4												
1363.6	2113.1	1607.1	2022.1	1728.6	1977.1												
1734.6	1954.8	1953.5	1873.1	2148	1810.1												
2085.5	1848.3	2127.5	1925.6														
1887.5	1765.7	1941.3	1886.9	1979	1973.6												
1791.9	1786.1	1830.6	1873.1														
1844.1	1848.3	1904	1988.3														
1922	1996.1	1950.5	2077.1														
1647.6	2020.1	1911.5	1996.1	2052.7	1969.1	2148	1954.8										
1093.9	1774.1	1139.1	1882.4														
1172.1	1904.6	1184.8	1973.6														
1382.3	1841.6	1415.1	1897.8														
1263.6	1762.1	1233.8	1833.3	1221.6	1862.6												
1251.6	1876.4	1233.8	1833.3														
1263.6	1899.7	1139.1	2123.6	1096	2257	1038.7	2356										
1344.9	1724.6	1359.6	1810.1														
1836.8	1415.8	1874.1	1482														
1922	1376.6	2105.5	1344.5	2148	1333.1												
1625.3	1798.8	1796.4	1771.4	1922	1756.1	2077.3	1743.4	2148	1730.6								
89.1	2258.5	179.9	2441.5	248.4	2555.5												
917.1	2191	831.6	2227	709.1	2258.5	535	2320	342.9	2383	199.3	2435.5	98.1	2458	6.6	2485	59.1	2605
932.8	2218	970.9	2207.5	970.3	2123.6	921.7	1964.6	893.1	1849.1	840	1702.1						
692.1	2168.5	758.1	2173	857.9	2159.5	911.8	2146										
6.6	2282.5	179.9	2236	414.6	2182	615.1	2146	758.1	2123.6	882.2	2099.6	1021	2071.8				
984.6	1987.4	1004.1	2038.1	1021	2064.3	1033.4	2096.6	1046.9	2113.1	1074	2146	1096	2191				
398.3	2079.8	422	2146	455	2245	480.1	2338										
480.1	2123.6	495.6	2146														
499.4	2177.2	543.6	2258.5														
598.7	2068.4	631.4	2134														
617.3	1988.3	679.1	2140	698.1	2218												
652.7	2159.5	709.1	2258.5	776.1	2500												
1105.8	1945.4	1172.1	2059.8														
1043.4	2011.2	1074	2059.8														
1575.6	1833.3	1607.1	1904.6														
1602.9	1925.6	1668.6	2089.2														
1518.3	1938.6	1591.3	2101.2														
1496.1	1945.4	1536.4	2038.1	1139.1	2173	1337.8	2140	1566.6	2113.1	1814.1	2071.8	1958	2086.1				
0	2614	159.1	2584	299.4	2549.5	368.1	2530	439.2	2518	487.9	2518	549.6	2488	617.3	2468.5		
668.6	2432.5	747.8	2398	848.9	2347												
758.8	2356	882.2	2300.5	1001.1	2258.5	1043.4	2218	1049.1	2191								
1139.1	2173	1045.3	2208.9														
819.6	2177.2	857.9	2282.5	917.1	2407	932.1	2447.5										
590.2	2300.5	617.3	2372.5														
615.1	2389.8	698.1	2515	758.8	2614												
258.9	2218	315.6	2407	342.9	2537.2												
215.1	2500	308.7	2468.5														
44.5	2272.4	98.1	2447.5														
199.3	2282.5	143	2441.5														
0	2113.1	35.9	2234.5														
205.7	2166	224.1	2225.9														
332.1	2234.5	357.9	2290	357.9	2320	369.6	2336.5										
414.6	2537.2	443	2644														
398.3	2644	487.9	2605	570.6	2567.5												
686.9	2644	995.1	2510.5	1242.6	2407	1415.1	2336.5										
1460.8	2336.5	1607.1	2312.4	1743.2	2300.5												
1791.9	2293	1904	2293														
1862.1	2200	1922	2356	1950.5	2413	2000.9	2541.3	2033	2644								
1787.1	2372.5	1836.8	2579.5	1862.1	2644												
1562.1	2422	1612.5	2581	1625.3	2626												
1643.5	2462.5	1662.6	2567.5														
1685.6	2555.5	1891.3	2524														
1734.6	2626	1933.3	2541.3	2051.8	2500	2148	2468.5										
2051.8	2071.8	2070.5	2159.5														
2079.5	2191	2115.5	2336.5	2136.5	2455												
709.1	2508.3	830.1	2484.3	1007.1	2455	1074	2455										
932.1	2416	977.1	2416	996.6	2407	1080.6	2389.8	1221.6	2368	1328	2362						
1437.9	2318.5	1539.6	2312.4														
1233.8	2113.1	1301.1	2225.9	1363.6	2336.5												
1151.2	2146	1208.1	2293	1276.3	2484.3												
905.4	2644	1199.1	2537.2	1467.6	2455	1643.5	2407										
1172.1	2561.5	1208.1	2635														
1105.8	2598.3	1122.6	2644														
1370.1	2626	1566.6	2541.3														
1499.1	2598.3	1518.3	2626														
1712.1	2407	1950.5	2323														
1797.6	2208.9	2000.9	2191	2148	2177.2												
1816.9	2123.6	1947.5	2089.2														
1848	2019.9	1867.1	2077.1														
1692.6	1771.4	1719.7	1798.8														
567	2547.3	603.8	2626														
528.6	2598.3	551.1	2635														
443	2350.2	471.6	2389.8	484.4	2432.5												
1151.2	1714.8	1263.6	1673.6	1328	1651.1												
1096	1644.1	1139.1	1724.6														
