579	78	598.5	133.5	596	137.5	622	226	654.5	301.5						
558	3	598.5	78												
7	62	35	51												
35	124	25	155.5	25	168.5	14.5	189.8	17.5	211						
135	0	179	118.5	213.5	155	251.5	182	274	195	284	211	290	230		
229	0	239.5	12	199	22.5	155.5	29.8	113	35.5	99	40.5	77.5	47.5		
232.5	16.5	246	37.5	259	78	283	118.5	308	171						
362	0	382	56.5												
413	11	402.5	21	407.8	56.5	413	68.5								
169.8	93.8	212.5	90.3	239.5	111	266.5	127.5								
7	131	49	118.5	81	111.5	111	103	141	90.3						
2.5	211	29	233.5	51	249										
132	135.5	168.9	155.4	123	167.5										
69.5	247.4	86	272.5	103.5	329.5	111	342	123	351.5						
108.5	179	139.8	206.5	157	247.4	162.5	284.5	162.5	326	165	351.5	158.5	374.5		
2.5	326	26.8	320.5	46	323.3	88	314.5	120	307	157.2	299.5				
162.5	293.5	226.5	278												
218.2	254.5	250	247.4	266.5	240.5										
243.5	208	274	252												
0	388.5	104	357.5	149	345	190	335	198	337.5						
366.7	81.5	384.5	74.5	398	74.5	417	68.5								
398.5	95.3	384.5	74.5												
295.5	240.5	341.5	240.5	382	232	439	217.8	489.5	202						
348.1	165.5	392.5	229.4												
729.5	0	756.1	51	781.6	135.5	807.1	197.4								
811.6	284.2	807.1	344.2												
676.6	305	807.1	449.2	835.6	515.2										
548.8	192	548.8	305	538.6	388.5	528	537.7								
2.5	440.2	77.5	410.1												
2.5	599.1	60.4	584.9												
64.8	572.6	169.8	558.6												
77.5	526.1	208.8	497.2												
151.2	420.7	239.5	549.6												
96.3	720.6	184.7	818.1												
669.1	388.5	700.3	515.2												
145.9	660.6	201	720.6												
247.3	810.6	407.8	1023.6												
1558.4	0	1567.6	184												
335.9	299.4	348.1	357.3	398.5	420.7	498	543.6								
982.6	660.6	973.6	978.6												
739.3	592	828.9	570.6	940.6	549.6	1062.1	525.3	1153.6	497.2	1239.1	468.7	1324.6	451.8		
742.8	429.7	787.6	515.2												
811.6	522.6	828.9	570.6												
567.1	779.1	558	861												
348.1	675.6	402.5	741.6												
1074.1	820.1	1183.6	795.6	1341.1	759.6										
1245.1	1088.1	1174.6	917.1	1087.6	768.6	1145.3	750.6								
205.9	956.2	232.5	988												
258.8	981.9	283.5	1023.6												
528	867.1	562.6	905.1	614	978.6										
742.8	878.9	775.2	946.4												
811.6	939.6	820.3	988												
897.1	838.1	940.6	741.6												
996.1	1227.6	904.7	1112.1												
676.6	769.4	833	739	940.6	708.6										
847.6	978.6	982.6	946.4												
1146.5	653.1	1254.1	828.1												
1216.6	836.1	1263.1	905.1												
