402	958.8	417.3	944.3	441.2	931.1	472.2	916.1	480.6	914	484.8	914.8	498.2	911.8	508.6	905	533.8	881.9																																								
441.4	885.5	457.5	900.7	472.2	916.1																																																				
441.2	931.1	443.7	916.9	449.6	905																																																				
443.7	916.9	453.7	907.1	467.6	895.6	478.1	891.3	488.1	886.6	496.1	875.4																																														
484.8	914.8	479.6	942.8																																																						
483.1	924	495.6	938.6																																																						
423.2	941	424.9	956.7																																																						
532.5	902.5	556.3	913	571	925.1	593.6	947.7																																																		
548.5	900.6	556.3	913																																																						
577.7	931.7	609.2	947.3	639.2	963.6																																																				
633	978.3	639.2	963.6																																																						
639.2	963.6	664.6	952.3	684.3	939.3	690.5	930.1																																																		
648.6	959.4	671.6	974.9																																																						
590.7	947.7	615.4	970.3	628.1	977.8																																																				
571	996.7	584.6	977.4	592.8	961.5	598.1	945.6	608.8	934.3	637.1	902.9	651.1	884.9	663.7	871.7																																										
651.1	884.9	651.9	852.3	655.6	810	665.3	779.9																																																		
407.3	972.4	430.7	979.9																																																						
422.9	970.7	457.8	977.8	482.4	977																																																				
483.6	998.4	510.3	973.7	531.6	961.5	539.4	961.1																																																		
541.5	997.1	539.4	961.1																																																						
539.4	961.1	550.5	939.3	565	920.1																																																				
482	972.4	488.6	940.3																																																						
337.1	796.9	347.3	775.2	359.6	762.3	368.6	756.6																																																		
362.8	812	367.3	783	376	760.8																																																				
347.7	803.1	366.4	788.5																																																						
369	778.6	377.7	772.4	384.3	765.6																																																				
380.9	763.6	406.6	742.4	413.4	735																																																				
383.5	703.7	408.9	730	413.4	735																																																				
413.4	735	434.2	755.3	460	786.2																																																				
430.2	751.5	438.7	768.3	448.7	786.2	451	800.1																																																		
421.5	802.4	438.3	810.7	444.6	812.5																																																				
408	837.8	424.2	816.2	435.1	798.7	442.8	789.9	448.7	786.2																																																
431.8	804.1	448.7	812.5	463.6	814.8																																																				
451.4	845.8	463.6	814.8																																																						
463.6	814.8	469.9	804.2																																																						
403.9	807	410.2	788.1	416.1	775.2	424.7	768.7	435.4	761.6																																																
386.2	740.6	408.4	759.9	424.7	768.7																																																				
580.7	852.2	586.6	859.6	592.5	879.4	602.4	902.3																																																		
589.9	870.6	596.1	876.2	599.7	887.7	599.7	896.1																																																		
605.6	900.6	611.5	903.9																																																						
609.2	914.5	609.2	908	611.5	903.9																																																				
611.5	903.9	615.1	903	622.3	906.2	636.4	911.3	643.1	913.6	651.7	912.2	663.9	908.5																																												
626.9	964.3	630.9	945.4	636.8	928.8	641.3	920.5	645	907.1	646.3	891																																														
645.6	899.2	665.8	893.3																																																						
583.9	934.8	611	944	627.3	941.3	639.5	937.6																																																		
553.9	901.3	577.9	882.2	588.8	866.9																																																				
574.6	887.7	591.9	903.1																																																						
574.6	887.7	572.5	886.4																																																						
667.9	805.8	712.6	831.6	753.1	854.9	773.8	867.8																																																		
772.9	916	771.7	893.2	773.8	867.8																																																				
773.8	867.8	795.3	820.9	813.4	777	837.5	743	853.5	712	867.9	675.4																																														
270.6	609.8	288.3	633.7	304.7	645.4																																																				
304.7	645.4	366.1	671.6	389.9	686.4	417.8	703	424.7	706.5																																																
368.6	756.6	376	747.4	386.2	740.6																																																				
386.2	740.6	409.1	711.9	425.3	696.5	442.7	681.1	460.7	665.7																																																
326	541.9	341.6	552.8																																																						
383.5	588.7	421.8	621.2	444.5	645.5	464.8	672.2																																																		
442.7	681.1	464.8	672.2																																																						
464.8	672.2	483.4	662.7	507.8	650.9	517.1	644.9	536.8	628.9																																																
373.4	676.1	392.8	655.6	413.7	643.8	423.6	638.4	445.1	627.8	457.3	619.5	470	605.3	483.4	595.2																																										
430.6	611.2	473.5	627.8	495	630.7	517.7	630.7	552.5	629.5	563.5	630.7																																														
455.5	612.4	463.1	585.1	468.3	563.8	470.6	543.1																																																		
374.2	603.5	412	588.1	439.3	574.5																																																				
389.9	686.4	401.5	660.9																																																						
392.8	488	424.2	511.7	442.2	527.7	450.6	539.3																																																		
450.6	539.3	452	548.4	454.4	559.7																																																				
403.3	513.5	397.2	491.3																																																						
459.8	665.7	468.5	644	478.6	614	488.7	593.4																																																		
477.4	665.8	488.7	690.3	500.2	715.6	504.9	731.4																																																		
497.3	727.3	504.9	731.4																																																						
504.9	731.4	512.4	738.3	517.1	745.3																																																				
470.3	783.8	479.7	765.8	482.9	760.7	487.2	757.4	491.2	755.2	503.4	750.4	517.1	745.3																																												
517.1	745.3	529	739.4	541.2	731	552.3	725.1	571.4	716.3	576.4	714.5																																														
421.9	713.7	417.4	732.1	416.2	737.7																																																				
425.5	746.9	431.6	731.8	435.8	721.5																																																				
452.1	763	455.3	741.4	460.1	723.3	466	704.1	469.1	695.3	474.4	687.8	479.9	681.8																																												
491.2	755.2	485.8	743.5	482	734.3	479.9	722.6	479.6	712.7	480.3	708																																														
464.9	707.9	480.6	699.2																																																						
470.3	810.2	493.1	807.3	508.4	801.9	521.6	795.9	531.7	792.4	535.5	792.4																																														
525.4	741.2	522.6	765.5	520.6	776.4	516.7	793.1	515.2	798.9																																																
514.7	755.2	513.3	783.9																																																						
485.9	758.4	497.3	765.5	507.7	772.5																																																				
532	789.9	545.9	798.8	556.7	809																																																				
496.6	815.1	512.9	812.2	524.4	808.3	533.1	808	545.9	809.4	554.3	812.2	564.3	818.6	576.5	821.8	587.3	822.1	604.3	821.8	617.5	822.5	631.4	821.4	664	807.6	676.2	804.1	697.7	801.9	702.6	801.6																										
498.1	834.6	504.6	824.6	509.3	812.9																																																				
553.2	819.3	556.7	809																																																						
556.7	809	564	791.7	572.7	777.9	583.8	767.6	598	761.6	630.3	755.9	652.6	756.6																																												
649.8	753	678.3	747.7																																																						
616.1	806.9	606.4	796.3	598	784.2	597	776.8	595.9	770.1	592.5	760.1	587.3	755.5	579.3	749.5	566.4	736	561.6	727.2	555.3	713	543.8	695.6	534.1	676.9	524.7	655.6	514	637.5	502.1	619.5	493.1	607.8	492.8	598.9	489.6	591.1	491	583.3	491.4	573	494.9	562.8	496.9	557.4	495.9	548.9	492.8	541.5	490	529.5	491	516.3	494.9	502.2	495.6	488.9
482.3	591.5	482.7	568.8																																																						
503.6	621.7	499	626.5	496.9	634.7																																																				
508.1	628.5	500.1	642.5	498.4	655.4																																																				
494.5	657.3	507	675.1	525.4	692.1	534.8	704.1	543.1	717.3																																																
531	716.6	528	695.4																																																						
511.5	729.7	527.5	722.2																																																						
615	822.4	627.9	802.7	645.3	784.6	652.9	777.5	664.7	774.5																																																
581.1	351.5	565.9	377	557.9	407.7	557.4	438.4	560.2	479.6	580	552	596.9	593.6	617.1	641.1	629.3	671.3																																								
647.3	640.8	629.3	671.3																																																						
629.3	671.3	614.3	690.5	605.8	695.7	595.9	724	594.1	731.7																																																
553.6	684.2	576.4	714.5																																																						
576.4	714.5	594.1	731.7																																																						
594.1	731.7	606.3	750.8	611	759.3																																																				
503.8	590.3	527.8	616.6	551.3	639.7	579.5	658.3	595.9	680.9	609.1	704.4	619.4	721.1	622.7	730.7	633.7	756																																								
619.4	721.1	626	695.2	623.8	678.3																																																				
610.6	706.8	653.9	689.8																																																						
613.7	633.2	609.1	693.7																																																						
589.4	685.7	609.7	685.7																																																						
610.4	676.7	617.4	686.4																																																						
608	619.7	627.9	619.5	645	623.2																																																				
600.8	602.9	622.2	587.4	637.3	587.4	640.2	587.4																																																		
622.2	587.4	586.1	588.4	567.7	592.7	545.2	593.6	534.9	595.6	522.2	586.9																																														
531.4	620.2	534.9	595.6																																																						
534.9	595.6	547.1	606.1																																																						
516.7	604.4	522.2	586.9																																																						
522.2	586.9	521.2	563.5	511.8	539	501.5	515.1																																																		
492.8	541.5	520.8	532.8	551.3	528																																																				
567.7	592.7	558.3	550	551.3	528																																																				
551.3	528	537.7	481	529.7	444.6																																																				
576	343.6	557	363.3																																																						
557	363.3	546.1	390	537.4	421																																																				
537.4	421	538.1	447.5																																																						
567.3	547.6	598.3	541.4	624.6	530.4	631.5	527.6																																																		
608.6	502.1	619.4	524.6	622.4	531.3																																																				
634.6	546.7	671.1	569.7	689.4	575																																																				
659.4	576.4	697.4	625.8	730.3	664.1	753.3	693.8																																																		
654.4	693.8	681.9	724	695.5	742.7	706.3	766.7																																																		
681.9	724	705.4	675.1	718.3	650.1																																																				
647.3	640.8	679.1	635.3	706.8	632	722.8	624.8																																																		
698.1	690.3	711.5	706.3																																																						
678.6	737.9	698.4	716.3	711.5	706.3																																																				
711.5	706.3	744.4	670.3																																																						
687.8	634.3	720	676.6	737.4	696.7																																																				
626.7	498.1	670.7	549.5	689.4	575																																																				
689.4	575	721.1	619	722.8	624.8																																																				
722.8	624.8	744.6	656.7	770.9	695.1																																																				
725.5	628.7	754.1	643.9	776.2	669.9	793.7	700.9	814.6	735	839.7	766.8	873.9	811																																												
825.1	748.4	839.3	753.6	854.1	764.9	864.4	777.3	879.6	802.9																																																
862.9	825.8	848	796.7	836.2	774.2																																																				
829.4	794	845.8	782.3	856	774.6	869.7	765.3	882.3	757.9	899.7	754.8	912.3	756																																												
909.6	761.8	883.8	733.9	856.5	704.4																																																				
804.5	718.6	843.9	705.9	867	702.8	898.2	699.7																																																		
804.5	718.6	799.4	741.6	787.2	765.7	765.5	815.7	748.1	852																																																
664.4	852.1	683.4	829.2	702.8	811.8																																																				
703.2	816.1	702.8	811.8																																																						
702.6	801.6	702.8	811.8																																																						
702.6	801.6	708.1	775.3	713.8	756	724.5	729.6	735.5	702.1	740.8	692.4	757.8	675.9																																												
719.9	802.1	745.8	756.7	764.4	723.4	775	697.4																																																		
710.8	809.9	718	799	735.1	808.3	758.3	819.9	779.2	835.1	787.2	838.4																																														
767.7	826.7	793.4	825.1																																																						
698.8	910.2	761.3	880.5	800.8	865.1	844.1	850.9																																																		
706.4	919.7	743.6	899.8	759.6	888.6	767.3	878.1																																																		
726	927.2	751.6	906.2	758.8	901.1																																																				
749.1	896	758.8	901.1																																																						
758.8	901.1	772.7	911.5																																																						
771.7	893.2	789.9	875.3																																																						
791.6	868.6	801.2	886.9	807.5	895.5																																																				
813.4	777	829.4	794																																																						
829.4	794	854.6	829.9																																																						
823.2	787.3	828.1	805	837.8	824.3	848.7	838																																																		
800.8	807.6	816.8	832	839.5	847																																																				
793.4	825.1	808.4	844	827.1	856.5																																																				
781.1	851.8	797.2	866.5																																																						
793.7	863.3	803.3	849.6	812.6	835.5																																																				
602	69.8	633.5	90.8	676.2	128.6	718.2	155.1	754.7	177.8																																																
742.3	181.6	775.7	219.4	792.4	242.7																																																				
694.1	76.3	768.3	80.1	795.5	81.3																																																				
632.3	58	699	86.4	723.8	100.9																																																				
636.7	59.9	636.6	93.5																																																						
668.1	33.4	668.1	73.2																																																						
687.9	40.4	690.4	82.7																																																						
709.5	82	708.3	108.4	714.5	137.4	718.2	169	708.9	189.1																																																
646.7	102.5	658.9	125.5	681.7	160.1	708.9	189.1																																																		
708.9	189.1	722.5	220.6	731.2	245.2	734.3	276.8																																																		
653.3	236.4	668.1	236.4	691	244	708.3	253.4	725.6	268.6	734.3	276.8																																														
734.3	276.8	749.1	298.2	756.5	325.3	757.1	361.8																																																		
601.1	331.8	634.8	329.7	656.4	324.7	706.5	305.1	757.1	290.6	789.9	280.5	820.8	274.9	840.6	273.6	877.6	277.4	941.9	285.6	966.6	291.9																																				
593.9	145.3	620.6	169.6	642.2	189.1	663.8	208	689.2	226.3	712	233.9	728.4	237.2																																												
673.8	215.2	674.9	263.5	674.9	270.4																																																				
648.4	194.6	660.1	224.4	664.4	252.8	670.9	284.7																																																		
623	133	668.8	173.4	698.4	200.5	708.3	213.7																																																		
737.5	228.6	752.2	264.1																																																						
804.1	258.5	824.6	274.6																																																						
807.2	245.2	834.2	274																																																						
751.6	64.3	767.6	88.3	792.4	104	812.1	127.4	827.8	152.5																																																
845.3	134	878.9	157	888.2	161.4																																																				
846.1	160.8	869	175.3	885.1	194.2																																																				
637.2	167.7	731.2	179	770.1	185.3	817.1	189.8	880.7	195.4																																																
812.8	189.4	843.7	217.5	891.9	241.5	904.8	245.2																																																		
848.6	203	901.7	228.8																																																						
833.8	419.2	851.7	375.7	869.6	327.2	882.6	293.1	891.2	274.2	906.7	261.6	932.6	229.5																																												
866	276.2	854.2	298.2	841.8	308.9	821.4	350.5	818.3	366.3	805.3	377	798.5	385.2																																												
795.5	376.3	813.4	344.8																																																						
648.6	326.5	689.2	353																																																						
658.1	332.7	668.1	350.5	678.6	361.2	694.1	364.4	718.8	365	731.8	367.5	751.6	375.1																																												
724.1	366	757.1	361.8																																																						
757.1	361.8	785.6	362.5	811.5	365.6	838.7	373.8	880.1	378.9	938.8	383.3	995.7	393.4																																												
898	313.9	916.6	293.1	934.5	267.9	943.2	250.9																																																		
853.8	370	861.6	317.7																																																						
793.6	381.4	818.3	405.3	846.1	430.6	891.9	474.7	928.3	508.1	943.2	515.7	971.6	524.5	993.2	532.7																																										
977.8	303.2	961.7	349.2	943.8	397.8	922.8	444.4	918.4	469.6	912	493.2																																														
912.3	445.7	936.4	391.5	943.6	384.1																																																				
974.7	296.3	940.1	346.1	928.9	370	910.4	409.1	892.5	444.4	874.6	479.7	863.4	497.4	852.9	531.4	839.3	565.5																																								
863.4	497.4	844.3	515	834.4	525.7																																																				
845.5	442.5	862.2	421.7	886.3	395.3	900.2	380.4																																																		
875.8	432.5	907.3	372.6	914.7	344.2	921.5	328.4																																																		
857.3	292.3	898	313.9																																																						
898	313.9	909.8	322.1	926.5	341																																																				
862.5	282.6	891.2	293.8	911	311.4																																																				
857.3	360.5	912.1	354.3																																																						
842.4	374.3	805.3	422.4	781.9	462.7																																																				
986.4	423	959.2	462.7	940.1	505.6	923.4	542.8	903	577.4	880.1	615.3	872.1	649.3																																												
632.1	373.7	663.1	404.7	691.5	435	710	460.6	720.6	479.4	722.6	488.9																																														
694.8	455.9	711.3	473.4	722.6	488.9																																																				
722.6	488.9	735.8	517.1																																																						
707.4	529.3	724.5	519.8	735.8	517.1																																																				
735.8	517.1	764.8	514.5	799.1	516.5	834.4	525.7																																																		
834.4	525.7	869.8	538.7	898.8	542.7	923.4	542.8																																																		
689.2	353	718.6	383.8																																																						
724.1	366	718.6	383.8																																																						
718.6	383.8	706.1	416.1	700.2	447.1																																																				
692.2	375.1	679	401.3	661.8	426.2																																																				
718.5	475.7	754.2	461.3	786.3	455																																																				
742.6	371.7	768.1	414.1	781.3	440.4	797.8	468.7	807.1	484.8	812.7	520																																														
770.1	476.7	771.5	514.8																																																						
750.2	515.8	770.6	490.1																																																						
925.6	438.2	951.6	455.9	981.3	460.6	1001.1	462.6																																																		
922.8	444.4	947	462.6	974.1	481.5	991.2	492.2																																																		
986.4	423	978.5	390.3																																																						
981.5	403	1000.5	398.6																																																						
985	417.4	999.8	410.8																																																						
933.2	421.3	962.2	433	974.2	440.9																																																				
914.9	482.5	950.8	481.5																																																						
902.1	450.5	891.9	474.7																																																						
863.4	497.4	883	525.9	891.5	550.8																																																				
879.5	520.9	900.9	483																																																						
912	493.2	914	514.5	930.4	527.2																																																				
914	514.5	904.7	528.6	891.5	550.8																																																				
891.5	550.8	865.1	581.1	880.1	615.3																																																				
798.5	600	841.4	605.3	880.1	615.3																																																				
880.1	615.3	921.9	626.9	960.2	644.4																																																				
607	372.4	641.4	404.7	652.6	420.9																																																				
614.8	422.2	642.7	447.1	677	492.9	683.6	517.1	696.8	536.7	717.9	567	759.5	616.1	785.9	649.1	800.5	664.6																																								
659.9	536.8	667.8	527.9	683.6	517.1																																																				
680.6	506.1	707.4	529.3																																																						
707.4	529.3	738.4	564.9	772.7	600																																																				
642.7	447.1	689.6	494.9																																																						
712.6	526.4	749	555.5	787.2	587.2	798.5	600																																																		
798.5	600	830.2	640.4	855.2	673.4																																																				
800.5	664.6	855.2	673.4																																																						
855.2	673.4	867.9	675.4																																																						
867.9	675.4	909.4	690.2	935.1	698.9																																																				
820.9	614.1	859.9	655.2	884	681.1																																																				
696.9	585.3	717.9	567																																																						
688.2	567.6	706.7	550.9																																																						
688.2	567.6	685.8	570.1																																																						
706.2	598.3	726.2	576.7																																																						
775.4	688.2	797.1	671.3	800.5	664.6																																																				
810.4	666.2	833.3	644.5																																																						
751.9	578.8	764.6	568.5																																																						
733.2	542.9	755.6	524.6	771.5	514.8																																																				
746.3	522.5	771.4	540	801.8	558.2	824.9	562.3	839.3	565.5																																																
839.3	565.5	852.6	578.4	865.1	581.1																																																				
773.6	575.9	801.8	558.2																																																						
907.7	569.4	936.4	593.9	967.5	606																																																				
907.7	569.4	954.9	580.4																																																						
925.3	573.5	966.1	558.9	972.7	552.2	985.9	551.5																																																		
965.5	522.6	972.7	552.2																																																						
897.9	749.1	912	711.7	919.6	693.7																																																				
891.5	730.6	909.4	741.4	918.6	748.8																																																				
898.1	725.9	915.3	731.3	926.5	731.3																																																				
889.6	707.7	919.9	713.1	930.5	712.4																																																				
905.4	667.3	935.8	649.1	950.5	640																																																				
927.3	654.2	944.4	674																																																						
881.6	652.5	905.4	667.3																																																						
888.2	649.8	915.8	661																																																						
897.5	645.1	923.3	656.6																																																						
