944	386	911	430
911	430	875.8	482.3
875.8	482.3	864.4	507.4
864.4	507.4	863.1	512.2
863.1	512.2	838	559.3
838	559.3	807.7	609.4
807.7	609.4	785.7	644.6
786.1	623	772.5	659.1
772.5	659.1	758.4	685.9
758.4	685.9	740.4	710.1
740.4	710.1	705.7	751.8
705.7	751.8	687.7	775.6
687.7	775.6	662.2	790.5
662.2	790.5	645.5	798.9
645.5	798.9	607.2	820
607.2	820	558.8	839.3
558.8	839.3	496.4	860.4
496.4	860.4	448.9	875.4
448.9	875.4	372.9	900
372.9	900	332	921.1
332	921.1	292.8	931.2
292.8	931.2	266.9	936.9
305.2	888.6	307.8	906.2
307.8	906.2	323.6	933.9
323.6	933.9	347.4	974.3
777.9	402.7	764	453.2
764	453.2	745.7	532.3
745.7	532.3	739.5	572.5
739.5	572.5	733.3	601.6
733.3	601.6	718.8	679
718.8	679	697.3	748.9
697.3	748.9	686.5	796.8
686.5	796.8	680.1	845.2
680.1	845.2	675.2	892
686	830.7	684.9	852.2
711	728.8	714.5	787.1
714.5	787.1	718.2	848.4
718.2	848.4	718.2	864.5
725.8	882.8	731.7	943.6
669.3	889.3	667.2	922.1
647.8	879.1	640.8	924.2
640.8	924.2	637.6	939.8
648.3	928	651.6	954.9
591.9	874.8	637.6	939.8
637.6	939.8	651.6	954.9
651.6	954.9	670.9	980.7
624.5	921.2	621.5	948.4
621.5	948.4	620.9	983.4
608.6	924.8	615.5	985
564.5	927.5	595.7	931.2
595.7	931.2	617.2	934.4
617.2	934.4	627.9	935
627.9	935	644.6	933.4
644.6	933.4	677.4	926.4
677.4	926.4	716.6	914
564.5	927.5	581.7	921.5
581.7	921.5	605.9	917.8
605.9	917.8	633.8	921.5
633.8	921.5	654.8	921
654.8	921	679	921
679	921	709.6	926.9
709.6	926.9	735.5	931.2
606.9	896.1	610.7	857
679	792	661.8	828
661.8	828	652.7	845.7
450.5	700.6	477.9	752.2
477.9	752.2	508	816.2
508	816.2	540.8	880.7
540.8	880.7	564.5	927.5
564.5	927.5	586.5	967.8
586.5	967.8	598.9	986.6
517.5	853.3	503.2	896.3
503.2	896.3	491.9	931.8
426.8	925.3	486	940.9
486	940.9	519.3	956
519.3	956	540.8	972.6
540.8	972.6	554.8	987.1
484.9	957	467.7	994.7
497.2	946	514.5	895.7
512	903	557.5	913.6
549.7	842.4	564.5	805.4
536	785.5	581.1	859.2
581.1	859.2	591.9	874.8
549.7	842.4	575.2	895.7
596.7	836.1	602.6	808.1
602.6	808.1	606.4	779.6
606.4	779.6	613.4	759.7
613.4	759.7	622.5	719.9
622.5	719.9	625.8	686
625.8	686	624.7	664
624.7	664	630.1	650.5
630.1	650.5	633.3	646.2
633.3	646.2	638.7	621
638.7	621	638.7	605.9
638.7	605.9	637.1	565.1
637.1	565.1	629	481.2
629	481.2	632.8	431.7
632.8	431.7	633.3	360.7
633.3	360.7	632.8	303.7
623.1	407	648.3	457
648.3	457	670.9	504.3
670.9	504.3	689.2	561.3
689.2	561.3	717.7	636
709.1	633.3	725.2	673.1
726.1	639.9	755.9	662.4
681.4	537	720.9	567.2
720.9	567.2	746.7	582.8
754.3	595.7	793	619.9
747.8	599.5	770.4	614.5
760.2	521	731.7	552.7
731.7	552.7	705.3	577.4
705.3	577.4	679.5	604.8
679.5	604.8	652.1	652.7
652.1	652.7	633.3	678.5
679.5	604.8	720.4	617.7
720.4	617.7	757	632.8
757	632.8	778.8	642.3
652.7	505.4	666.6	551.1
666.6	551.1	673.6	570.4
675.2	574.2	654.8	622
654.8	622	637.1	650
637.1	650	601.6	695.2
601.6	695.2	573.1	732.3
573.1	732.3	556.9	747.3
556.9	747.3	533.3	771.5
566.1	780.7	588.1	746.3
588.1	746.3	605.9	723.7
605.9	723.7	617.7	705.4
605.3	665.1	606.9	704.9
606.9	704.9	603.7	739.8
603.7	739.8	605.3	762.9
648.8	657.3	679.3	733.2
679.3	733.2	685.3	743.7
548.3	711.2	567.3	751.2
567.3	751.2	581.8	769.2
534.3	755.2	536.3	718.2
536.3	718.2	535.3	688.2
535.3	688.2	527.8	639.7
527.8	639.7	519.3	595.2
409.9	677.2	441.4	692.7
441.4	692.7	450.5	700.6
450.5	700.6	481.8	703.7
481.8	703.7	506.8	711.7
478.3	703.3	524.8	703.2
524.8	703.2	573.3	698.2
573.3	698.2	595.3	692.2
492.3	683.2	487.8	630.7
487.8	630.7	484.3	539.2
484.3	539.2	477.4	496.7
377.4	985.6	374.1	960.7
374.1	960.7	373.4	924.7
373.4	924.7	378	877.5
378	877.5	379.3	838.9
379.3	838.9	390.5	756.3
390.5	756.3	409.9	677.2
409.9	677.2	507.9	513.9
507.9	513.9	557.1	426
557.1	426	604.6	360.8
604.6	360.8	652.2	299.4
652.2	299.4	662.7	287.3
374	954.1	432.3	953
374.4	914.6	407.2	928.4
407.2	928.4	432.3	953
432.3	953	452.2	969.5
472.7	983.7	511	982.6
511	982.6	534.9	988.9
388	774.4	395.2	845.2
395.2	845.2	404.3	873.7
404.3	873.7	410.3	887.9
237.2	913.6	292	855.4
292	855.4	332.5	799.5
332.5	799.5	409.9	677.2
350.2	771.4	362.1	843.4
362.1	843.4	370.7	862.8
370.7	862.8	378	877.5
154	816.6	200.7	865.7
200.7	865.7	241.2	893.6
241.2	893.6	284	922.2
284	922.2	297.7	930
392.1	749.6	418.8	723.5
418.8	723.5	438.3	705
416.2	680.3	423.4	737.4
423.4	737.4	428	766.7
388.7	780.8	413.7	762.1
413.7	762.1	439.3	743.1
439.3	743.1	479.4	709.1
376.3	730.3	416.2	748.7
416.2	748.7	445.5	760.5
445.5	760.5	464.5	766.2
122.8	678.3	142.3	720.5
142.3	720.5	161.8	755.4
161.8	755.4	193.2	806.3
193.2	806.3	231.2	852
231.2	852	250.7	872.1
155.1	773.9	158.7	805.8
158.7	805.8	159.3	822.2
274	673.6	315	692.7
315	692.7	385.6	715.5
251.2	682.2	301.2	711.8
301.2	711.8	333.6	723.5
333.6	723.5	371.3	738.2
269	692.7	295.4	740.4
295.4	740.4	336.8	841.2
336.8	841.2	352.1	867.7
285.3	806.2	257.8	764.8
257.8	764.8	224.4	716
224.4	716	189.9	663.5
280.8	699.7	293.3	676.3
293.3	676.3	299.1	650.6
297.3	658.6	310.3	663.3
310.3	663.3	341.5	687.4
337.1	684	359.6	685.3
359.6	685.3	381.8	681
381.8	681	409.9	677.2
303.2	660.7	344.2	658.2
344.2	658.2	397.7	648.7
397.7	648.7	437.4	631.3
311.3	565.5	352.7	584
352.7	584	404	599.7
404	599.7	461.9	651.9
461.9	651.9	476.2	670.4
222.9	726	229.8	770.7
229.8	770.7	233.2	791.8
159.8	695	164	734.4
164	734.4	164.4	759.5
180.8	654.8	175.1	708.4
175.1	708.4	177	733.6
177	733.6	180.8	753.9
589.9	639.9	596.8	611.8
599.8	623.6	602.7	589.6
602.7	589.6	604.7	567.4
440.2	632.3	472.2	599.7
472.2	599.7	538	565.7
538	565.7	602	533.8
552.5	434.3	538	499.9
538	499.9	527.9	556.2
525.5	482.4	594.3	462
594.3	462	688.6	438.2
688.6	438.2	756.5	419.2
756.5	419.2	820.9	402.9
820.9	402.9	901	363.6
901	363.6	966.8	335.1
782.8	466.5	814.8	434.8
814.8	434.8	836	395.5
773	420.6	804.6	433.5
804.6	433.5	826.3	437.5
826.3	437.5	860.2	437.5
845.3	437.5	884	422.6
751	373.8	787	394.8
787	394.8	816.8	410.4
816.8	410.4	841.9	414.5
841.9	414.5	884	422.6
884	422.6	923.3	429.4
923.3	429.4	953.9	437.9
635.3	523.9	621.9	468.9
621.9	468.9	600.6	417
600.6	417	584.5	364.3
584.5	364.3	557.7	309.6
557.7	309.6	522.1	248.8
505.7	130	559.7	227.4
559.7	227.4	602.3	314.8
602.3	314.8	622.1	365.8
622.1	365.8	654.8	425.9
654.8	425.9	665.6	444
458	75.8	498	151.1
498	151.1	553.2	249.6
553.2	249.6	568.4	270.7
462.8	137.5	499.1	242.5
499.1	242.5	513.2	292.9
513.2	292.9	532.7	349.7
538.3	459.5	551.4	348.8
551.4	348.8	562.2	286.5
562.2	286.5	568.4	270.7
568.4	270.7	589.7	211.7
589.7	211.7	609.5	144
609.5	144	623.3	101.5
623.3	101.5	640	39.3
640	39.3	648.4	14.7
534.1	0	580.2	92
580.2	92	631	194.3
608.3	33.3	678.3	43.5
674.7	38.1	731.6	47.1
671.7	20.7	674.7	38.1
674.7	38.1	678.3	43.5
678.3	43.5	686.7	58.4
666.4	65	687.9	142.2
687.9	142.2	696.3	175.8
696.3	175.8	708.9	197.9
586.1	14.1	593.3	54.8
476.6	42.9	506.5	107.5
498.1	71	528.1	138.7
528.1	138.7	564.6	211.1
564.6	211.1	579.8	239.3
478.4	231.4	507.1	306.3
507.1	306.3	530.5	376.9
399.4	90.8	452	209.3
452	209.3	494.5	300.9
494.5	300.9	518.5	359
518.5	359	543.2	418.2
551.4	348.8	583.9	297.9
583.9	297.9	629.4	234.8
629.4	234.8	707.8	128.5
707.8	128.5	755.1	67.2
775.1	78.8	712	154
712	154	661.6	219
670.1	222.6	631.3	280.3
631.3	280.3	591.8	336.1
591.8	336.1	546.5	390.5
563.9	180.1	661.6	219
661.6	219	670.1	222.6
670.1	222.6	726	244.5
726	244.5	756.3	257.8
744.8	259.1	804.9	292.4
688.9	223.8	778.8	256
778.8	256	849.8	285.2
849.8	285.2	875.9	301.5
875.9	301.5	913.5	334.9
926.9	223.8	872.3	262.1
872.3	262.1	817.6	311.9
817.6	311.9	751	373.8
751	373.8	680.8	440.2
914.5	232.5	936	296.7
936	296.7	945.1	329.5
736.9	291.2	777	265.7
777	265.7	835.2	226.3
835.2	226.3	900.2	188
719.9	208.1	727.8	269.4
727.8	269.4	731.4	303.4
723.2	234	769.7	185.6
769.7	185.6	836.4	120.7
852.8	185	852.8	208.1
844.9	194.7	848	237.8
827.9	252.4	826.1	291.2
826.1	291.2	823.4	306.6
818.2	262.1	819.4	291.2
819.4	291.2	817.6	311.9
755.4	102.3	777	151
724.2	139.5	739.3	178.9
731.7	130.6	747.2	163.8
741.1	197.1	754.5	273
752.7	142.5	769.1	223.8
769.1	223.8	771.5	253.4
653	330.1	723.2	234
586.8	219.9	643.1	245.5
643.1	245.5	683.9	265.2
683.9	265.2	728.9	279.4
365.9	19.3	422.9	52.6
413.2	13.4	428.3	24.1
431	8.5	428.3	24.1
428.3	24.1	422.9	52.6
422.9	52.6	419.7	63.9
362.2	70.3	419.7	63.9
419.7	63.9	465.9	66.6
465.9	66.6	489.1	69.9
431	64.5	458	75.8
458	75.8	472.4	67.5
427.8	64.4	406.3	106.3
317.5	39.7	362.2	70.3
362.2	70.3	399.4	90.8
399.4	90.8	454.6	85.4
454.6	85.4	480.4	79.5
480.4	79.5	498.1	71
498.1	71	532	62.8
372.4	16	361.6	76.8
390.1	134.8	393.3	99.9
401.9	131.6	399.8	105.3
274.5	67.6	362.6	71.5
170.5	123.6	161.5	213.9
146.8	134.9	122.6	274.3
122.6	274.3	109.6	382.1
178.4	121.4	171.1	224.1
171.1	224.1	167.1	308.7
167.1	308.7	166	338.1
166	338.1	167.1	428.9
167.1	428.9	163.8	490.5
186.3	467.3	182.4	550.8
182.4	550.8	180.7	629.3
180.7	629.3	180.8	654.8
17.6	450.9	39.7	509.6
39.7	509.6	64.6	564.8
64.6	564.8	81.1	604.8
81.1	604.8	91.5	644.8
32.8	464	60.4	531
60.4	531	79.1	583.4
79.1	583.4	81.1	604.8
68	526.8	86.7	587.6
86.7	587.6	97	629
97	629	91.5	644.8
91.5	644.8	61.8	690.4
56.2	676.7	91	684.1
91	684.1	137.8	691.2
137.8	691.2	159.8	695
159.8	695	190	699.5
190	699.5	202.9	703.2
82.8	658.1	136.2	679.2
136.2	679.2	196.3	693.7
92.7	674.6	117.5	681.6
117.5	681.6	142	685.4
142	685.4	173.4	688.1
181.8	690.2	230.2	677.1
230.2	677.1	278.5	659
178	681.2	156.5	674.4
156.5	674.4	107.6	651.4
157.7	627.2	208	609.5
208	609.5	266.3	585.7
266.3	585.7	311.3	565.5
311.3	565.5	326	562.4
190.3	551.2	223.9	618.3
223.9	618.3	242.5	654.2
242.5	654.2	269	692.7
191.7	530.7	231	632.1
190.8	596.9	196.4	643.1
196.4	643.1	196.4	663.6
67.9	572.9	125.9	591.3
125.9	591.3	187	611.3
195	519	235.1	543.3
235.1	543.3	260.7	563.3
260.7	563.3	278.8	580.1
278.8	580.1	292.4	581
264.9	597.4	323.2	612.3
323.2	612.3	342.3	619.7
279.8	647.7	342.3	619.7
342.3	619.7	389.4	595.2
135.5	627.8	130.9	662.4
43.3	557.3	32.3	517
32.3	517	29	481.2
30.5	616.6	51.2	628.2
51.2	628.2	65.3	642.3
149.1	401.8	161.3	350.9
161.3	350.9	166	338.1
147.4	454.9	160	405.3
160	405.3	166.7	394.3
141.3	531.9	156.1	467.9
156.1	467.9	167.1	429.6
163.5	505.8	163.8	490.5
84.3	345.3	118.7	417.9
118.7	417.9	146.1	466.6
146.1	466.6	169.1	498.4
26.5	450.5	45.2	332.2
45.2	332.2	46.9	306.6
38.6	297	45.2	332.2
96.9	328.7	132.2	324.4
132.2	324.4	191.3	313.5
191.3	313.5	242.6	306.6
242.6	306.6	299.2	299.6
299.2	299.6	377	291.8
377	291.8	442.7	290.5
442.7	290.5	510.2	299.6
510.2	299.6	544.1	302.6
544.1	302.6	598.5	307
481.7	273.2	518	269.6
518	269.6	551	268.7
551	268.7	566.6	268.2
438.8	270.5	475.8	260.5
501.3	250.5	522.1	248.8
522.1	248.8	538.9	249.1
168.2	286	178.3	315.9
178.3	315.9	229.3	396.3
229.3	396.3	247	420.9
229.3	396.3	238.1	419
238.1	419	267.1	460
235.6	382.5	295.5	461.3
208	311.2	284.2	405.2
284.2	405.2	286.1	419.7
286.1	419.7	299.3	438
323.3	236.2	294.3	290.4
294.3	290.4	276	341.5
276	341.5	269.7	387.3
227.3	308.6	337.8	310.6
337.8	310.6	407.1	316.3
327.7	552.7	304.4	519.9
304.4	519.9	296.2	483.4
296.2	483.4	295.5	461.3
295.5	461.3	299.3	438
299.3	438	304.4	417.8
272.2	449.9	293	537
293	537	299.3	559
331.6	574.6	396.4	510.5
396.4	510.5	439.9	470.1
417.9	477.1	421	548.9
421	548.9	423	593
462.4	579.2	460.7	534.4
460.7	534.4	460.1	508
452.5	492.2	453.8	453.7
453.8	453.7	455.7	427.2
471.5	492.8	471.5	458.8
471.5	458.8	468.3	433.5
483.4	455.6	504.9	489
504.9	489	513.2	504.4
508	449.9	510.6	481.5
510.6	481.5	510.6	499.4
496.7	459.4	512.4	424.1
489.7	426.6	522.5	448.1
522.5	448.1	538.3	459.5
426.8	482.3	441.2	403.9
441.2	403.9	441.8	380.6
441.8	380.6	439.3	359.1
439.3	359.1	433	340.2
438	341.5	439.9	310.6
439.9	310.6	442.7	290.5
378.8	387.9	423.8	390.2
466.2	325.1	469.6	345.2
473.8	310	475.7	344.8
475.7	344.8	475.7	355
476.9	295.1	501.4	352.4
501.4	352.4	503.3	374.3
503.3	374.3	509.4	418.2
328.2	211.8	394.7	196.1
394.7	196.1	425.4	193.1
425.4	193.1	467.1	188
467.1	188	498.6	187.1
498.6	187.1	591.4	191.1
591.3	206.3	511.1	218.6
511.1	218.6	431.9	226.7
431.9	226.7	370	237.7
370	237.7	334.2	248.7
347.3	257	358.4	235.1
423.6	303.8	433.7	280.2
433.7	280.2	438.2	267.4
425	282.3	441	238.2
415.3	280.9	429.5	237.9
421.6	246.6	432	217.4
172.3	206.8	252.7	178.8
252.7	178.8	332.6	163.4
220.4	190	293.6	183.2
293.6	183.2	388.2	167.2
388.2	167.2	430.8	161.6
279.6	214.6	380.6	188.3
175.1	168	191.9	153.5
191.9	153.5	188.7	119.3
277	147.5	332.5	144.8
332.5	144.8	375.3	141.6
